거래ID,고객ID,거래일,거래금액,카테고리,결제방법
T006519,C00972,2023-01-29,197443.0,생활,카드
T006520,C00530,2023-02-14,24445.0,생활,간편결제
T006521,C01398,2023-02-27,192956.0,의류,카드
T006522,C01946,2023-10-22,351992.0,전자,카드
T006523,C00333,2023-08-29,151358.0,식품,카드
T006524,C01570,2023-07-05,410125.0,생활,카드
T006525,C00102,2023-09-03,392867.0,식품,현금
T006526,C00756,2023-07-20,242780.0,전자,현금
T006527,C00784,2023-06-16,232298.0,의류,현금
T006528,C01803,2023-01-10,23780.0,의류,카드
T006529,C01061,2023-01-25,479457.0,뷰티,간편결제
T006530,C01154,2023-12-17,52461.0,전자,카드
T006531,C01773,2023-01-01,484048.0,뷰티,현금
T006532,C01961,2023-01-04,220610.0,전자,간편결제
T006533,C01121,2024-02-14,298295.0,의류,간편결제
T006534,C00031,2024-03-03,6329.0,의류,간편결제
T006535,C00247,2024-02-07,480674.0,식품,간편결제
T006536,C01670,2024-03-04,335902.0,뷰티,카드
T006537,C01005,2023-03-31,147104.0,식품,카드
T006538,C00195,2023-01-24,295793.0,의류,현금
T006539,C00813,2023-03-13,265274.0,전자,현금
T006540,C01220,2023-07-26,116442.0,의류,카드
T006541,C01578,2023-07-22,78622.0,식품,현금
T006542,C00234,2023-09-08,190653.0,식품,카드
T006543,C00993,2023-09-13,218798.0,식품,현금
T006544,C00877,2023-06-24,209762.0,생활,카드
T006545,C00478,2023-06-19,176012.0,뷰티,카드
T006546,C00275,2023-12-18,123697.0,의류,카드
T006547,C01449,2023-05-05,200599.0,전자,카드
T006548,C00720,2023-04-29,304091.0,전자,카드
T006549,C01414,2023-06-02,86524.0,생활,카드
T006550,C00743,2023-10-17,390249.0,의류,간편결제
T006551,C00612,2023-06-27,,뷰티,간편결제
T006552,C01460,2024-04-22,7134.0,전자,간편결제
T006553,C01040,2023-04-19,441838.0,의류,현금
T006554,C00016,2023-09-25,168257.0,생활,간편결제
T006555,C00673,2023-05-11,46495.0,의류,현금
T006556,C01615,2024-05-03,182703.0,생활,카드
T006557,C01211,2024-02-09,336441.0,식품,카드
T006558,C00438,2023-10-02,41099.0,의류,간편결제
T006559,C00188,2023-01-05,226499.0,전자,간편결제
T006560,C01346,2024-02-15,284268.0,생활,간편결제
T006561,C00522,2023-09-14,116209.0,의류,간편결제
T006562,C01295,2023-03-30,289912.0,뷰티,간편결제
T006563,C01877,2023-05-24,134233.0,생활,카드
T006564,C00663,2023-07-10,7715.0,식품,카드
T006565,C00041,2023-02-24,484577.0,생활,카드
T006566,C01035,2023-12-17,184194.0,식품,카드
T006567,C00499,2023-10-05,107415.0,뷰티,간편결제
T006568,C01264,2023-11-27,140808.0,의류,간편결제
T006569,C01036,2024-03-14,301675.0,전자,간편결제
T006570,C01010,2023-11-15,222551.0,뷰티,간편결제
T006571,C00927,2023-02-28,107046.0,뷰티,카드
T006572,C00167,2024-01-29,20243.0,식품,간편결제
T006573,C00029,2024-04-08,31779.0,의류,카드
T006574,C01068,2023-08-27,32777.0,뷰티,카드
T006575,C01720,2023-05-04,28854.0,의류,카드
T006576,C01887,2023-09-08,323239.0,전자,카드
T006577,C00655,2023-04-04,106795.0,생활,현금
T006578,C01461,2024-03-30,274712.0,의류,현금
T006579,C01066,2024-02-02,287426.0,전자,현금
T006580,C00268,2024-03-18,15078.0,의류,카드
T006581,C00257,2024-06-12,16968.0,식품,현금
T006582,C00747,2023-01-03,44880.0,뷰티,카드
T006583,C00993,2023-04-24,288673.0,전자,카드
T006584,C01725,2024-04-02,167331.0,생활,간편결제
T006585,C00337,2023-10-22,260122.0,뷰티,카드
T006586,C00358,2024-05-05,88054.0,식품,카드
T006587,C01220,2023-07-09,147780.0,식품,현금
T006588,C01553,2023-01-08,432285.0,의류,카드
T006589,C00430,2023-08-15,156148.0,전자,카드
T006590,C01432,2023-01-15,157062.0,식품,카드
T006591,C00694,2023-09-04,453354.0,뷰티,간편결제
T006592,C00186,2023-10-31,52992.0,전자,간편결제
T006593,C00991,2023-07-26,261609.0,식품,카드
T006594,C01538,2023-04-17,184273.0,의류,카드
T006595,C01436,2023-06-30,145456.0,생활,카드
T006596,C01821,2023-05-05,22164.0,전자,간편결제
T006597,C01708,2023-06-10,272991.0,의류,간편결제
T006598,C00574,2023-07-28,122563.0,전자,간편결제
T006599,C01051,2023-04-22,36006.0,식품,간편결제
T006600,C00853,2023-01-07,311156.0,생활,간편결제
T006601,C00908,2024-03-31,260716.0,뷰티,카드
T006602,C00967,2023-05-04,184833.0,생활,카드
T006603,C01314,2023-07-17,336984.0,의류,카드
T006604,C01968,2023-07-23,264425.0,의류,카드
T006605,C01263,2023-03-12,16442.0,생활,간편결제
T006606,C01505,2023-08-16,203876.0,전자,카드
T006607,C00247,2024-06-07,211913.0,뷰티,현금
T006608,C00238,2023-03-27,270626.0,전자,간편결제
T006609,C01378,2023-05-10,275855.0,의류,간편결제
T006610,C00447,2023-12-05,8545.0,식품,카드
T006611,C00793,2023-07-07,276985.0,뷰티,간편결제
T006612,C00648,2024-03-12,395045.0,식품,카드
T006613,C00175,2023-10-03,414179.0,식품,카드
T006614,C01925,2024-02-17,144006.0,뷰티,간편결제
T006615,C01408,2023-05-31,88576.0,의류,카드
T006616,C01580,2023-10-02,132822.0,의류,현금
T006617,C01943,2023-08-14,178122.0,의류,카드
T006618,C00852,2023-06-18,491078.0,전자,카드
T006619,C00564,2023-03-25,120131.0,뷰티,간편결제
T006620,C01617,2024-02-02,254302.0,뷰티,카드
T006621,C01621,2023-08-24,326394.0,뷰티,간편결제
T006622,C00809,2023-09-27,23060.0,식품,카드
T006623,C01792,2023-10-17,22151.0,생활,간편결제
T006624,C01245,2023-07-23,470902.0,뷰티,간편결제
T006625,C01091,2023-07-07,344411.0,식품,카드
T006626,C00689,2023-05-15,165270.0,의류,카드
T006627,C00301,2024-01-09,100358.0,식품,카드
T006628,C01383,2024-06-21,31570.0,의류,간편결제
T006629,C00347,2023-04-16,225120.0,식품,간편결제
T006630,C01454,2023-07-28,177322.0,전자,간편결제
T006631,C01041,2024-03-30,5655.0,생활,현금
T006632,C01800,2023-06-29,160680.0,생활,카드
T006633,C00256,2024-04-07,70507.0,뷰티,카드
T006634,C00659,2023-11-06,234942.0,전자,간편결제
T006635,C00134,2023-09-06,36581.0,의류,카드
T006636,C00832,2023-09-10,85218.0,의류,간편결제
T006637,C01291,2024-02-13,287362.0,전자,현금
T006638,C01600,2023-07-19,215534.0,식품,카드
T006639,C01389,2024-05-22,494048.0,식품,카드
T006640,C00850,2023-05-26,157770.0,생활,간편결제
T006641,C00694,2023-05-09,30536.0,의류,카드
T006642,C00855,2023-10-01,335865.0,전자,간편결제
T006643,C00090,2023-12-28,299895.0,의류,카드
T006644,C00840,2024-03-22,67440.0,생활,간편결제
T006645,C00778,2023-01-18,367256.0,생활,간편결제
T006646,C01427,2023-11-25,381922.0,전자,간편결제
T006647,C01969,2023-10-28,492450.0,식품,간편결제
T006648,C00157,2023-09-13,463386.0,생활,간편결제
T006649,C01903,2023-01-30,287354.0,생활,카드
T006650,C01956,2024-05-28,318983.0,식품,현금
T006651,C00958,2023-06-24,256308.0,전자,카드
T006652,C01968,2023-06-12,72692.0,식품,카드
T006653,C01714,2023-08-25,77171.0,뷰티,간편결제
T006654,C00961,2023-02-13,8334.0,뷰티,간편결제
T006655,C01906,2023-05-17,182487.0,전자,현금
T006656,C00661,2024-03-08,159165.0,의류,간편결제
T006657,C01928,2023-10-21,258280.0,의류,간편결제
T006658,C00076,2023-01-10,403297.0,식품,카드
T006659,C00285,2023-06-17,30309.0,식품,간편결제
T006660,C01951,2023-11-07,188209.0,생활,카드
T006661,C00586,2023-03-17,46862.0,전자,간편결제
T006662,C00100,2023-01-17,81284.0,식품,간편결제
T006663,C00042,2023-06-18,11941.0,전자,카드
T006664,C01722,2023-09-25,131874.0,의류,현금
T006665,C00676,2024-05-25,125886.0,뷰티,현금
T006666,C01245,2024-06-03,399928.0,식품,간편결제
T006667,C00969,2023-07-05,272362.0,전자,카드
T006668,C01953,2023-12-22,40841.0,뷰티,현금
T006669,C00871,2023-04-08,325616.0,전자,카드
T006670,C00941,2023-04-20,52157.0,뷰티,카드
T006671,C00889,2023-04-01,72448.0,생활,간편결제
T006672,C00207,2024-05-23,146131.0,의류,간편결제
T006673,C01904,2023-01-06,179420.0,식품,간편결제
T006674,C01396,2023-06-03,280590.0,뷰티,현금
T006675,C01177,2024-01-22,201280.0,뷰티,카드
T006676,C00454,2024-01-24,52832.0,뷰티,간편결제
T006677,C00788,2023-04-06,167740.0,생활,카드
T006678,C00450,2023-03-10,,뷰티,간편결제
T006679,C01039,2023-05-19,160760.0,의류,카드
T006680,C00473,2023-07-24,225891.0,생활,카드
T006681,C01883,2023-03-12,30337.0,뷰티,현금
T006682,C01349,2023-05-28,326367.0,생활,카드
T006683,C00014,2023-02-05,121739.0,생활,간편결제
T006684,C01238,2023-01-10,423851.0,생활,간편결제
T006685,C01755,2024-04-04,491678.0,뷰티,카드
T006686,C01425,2023-08-13,149211.0,뷰티,현금
T006687,C00075,2024-04-01,487752.0,의류,현금
T006688,C00282,2024-02-03,9998.0,뷰티,카드
T006689,C00370,2023-05-27,302770.0,식품,간편결제
T006690,C00203,2023-09-15,400345.0,생활,현금
T006691,C00100,2024-06-26,181874.0,의류,간편결제
T006692,C01117,2023-03-20,226529.0,생활,카드
T006693,C00165,2023-07-16,248800.0,생활,간편결제
T006694,C00706,2024-05-03,128543.0,식품,간편결제
T006695,C01701,2023-08-16,3294.0,의류,현금
T006696,C00760,2024-05-08,335016.0,식품,카드
T006697,C01315,2023-04-19,84600.0,생활,카드
T006698,C00313,2023-09-20,30452.0,의류,카드
T006699,C01707,2023-03-12,237375.0,의류,카드
T006700,C01028,2023-07-20,147837.0,뷰티,간편결제
T006701,C00092,2023-04-05,55941.0,뷰티,카드
T006702,C00524,2023-04-06,417283.0,뷰티,현금
T006703,C01254,2023-06-26,147300.0,식품,간편결제
T006704,C01048,2023-11-14,466431.0,전자,카드
T006705,C00001,2024-05-10,241593.0,뷰티,현금
T006706,C00690,2024-06-21,397232.0,뷰티,카드
T006707,C00520,2023-08-07,114217.0,식품,카드
T006708,C00166,2024-04-08,28831.0,전자,카드
T006709,C01357,2023-02-09,66630.0,전자,간편결제
T006710,C00364,2023-09-03,412277.0,생활,간편결제
T006711,C01422,2023-06-20,264484.0,생활,카드
T006712,C00666,2023-08-06,115371.0,의류,간편결제
T006713,C01101,2023-02-11,249731.0,뷰티,카드
T006714,C01746,2024-03-26,88427.0,생활,현금
T006715,C00534,2023-02-19,139786.0,생활,현금
T006716,C01188,2024-01-02,326087.0,식품,간편결제
T006717,C00956,2023-11-20,60920.0,전자,카드
T006718,C00152,2024-03-05,454998.0,생활,간편결제
T006719,C01741,2023-08-02,19835.0,생활,카드
T006720,C01322,2023-06-21,23061.0,생활,현금
T006721,C00633,2023-01-16,24741.0,식품,카드
T006722,C00582,2023-08-25,10139.0,뷰티,카드
T006723,C00423,2024-04-28,76748.0,뷰티,간편결제
T006724,C01327,2024-01-30,313025.0,의류,카드
T006725,C00145,2023-02-02,299554.0,생활,카드
T006726,C01302,2023-05-02,50397.0,식품,카드
T006727,C00533,2023-11-17,102213.0,식품,카드
T006728,C01092,2023-09-18,209933.0,전자,간편결제
T006729,C00699,2023-09-01,62805.0,식품,간편결제
T006730,C01157,2023-06-22,495391.0,식품,카드
T006731,C00679,2023-06-21,89197.0,뷰티,카드
T006732,C00778,2024-02-09,24363.0,의류,간편결제
T006733,C00162,2023-11-17,161056.0,전자,간편결제
T006734,C01232,2023-09-20,283154.0,뷰티,현금
T006735,C00167,2023-11-30,209333.0,의류,간편결제
T006736,C01535,2023-03-06,201021.0,식품,간편결제
T006737,C00449,2023-03-04,173678.0,식품,현금
T006738,C00821,2023-04-23,116660.0,생활,카드
T006739,C01156,2023-11-11,435694.0,의류,카드
T006740,C00744,2023-06-09,113165.0,전자,카드
T006741,C01498,2024-04-24,397310.0,의류,카드
T006742,C01133,2024-03-25,6249.0,생활,현금
T006743,C01477,2023-05-09,122308.0,뷰티,간편결제
T006744,C00623,2023-01-02,432308.0,식품,카드
T006745,C01782,2023-04-14,264766.0,의류,간편결제
T006746,C01835,2024-03-16,98912.0,생활,현금
T006747,C00389,2023-07-27,201452.0,생활,카드
T006748,C01547,2023-04-15,261443.0,의류,카드
T006749,C01108,2023-02-12,427560.0,의류,간편결제
T006750,C01422,2023-05-18,340430.0,생활,간편결제
T006751,C01988,2023-10-04,390572.0,의류,간편결제
T006752,C01446,2023-12-28,482924.0,식품,간편결제
T006753,C00678,2024-05-26,260157.0,생활,간편결제
T006754,C00729,2024-01-29,134259.0,전자,간편결제
T006755,C01300,2023-10-09,87744.0,뷰티,카드
T006756,C01757,2023-02-27,61026.0,뷰티,간편결제
T006757,C00109,2024-03-12,188751.0,전자,카드
T006758,C00216,2023-12-21,458859.0,생활,카드
T006759,C01736,2024-05-12,177960.0,전자,카드
T006760,C00960,2023-11-12,276983.0,식품,현금
T006761,C00101,2024-05-05,143283.0,의류,간편결제
T006762,C00478,2023-04-11,84627.0,식품,현금
T006763,C00208,2024-05-26,264963.0,전자,간편결제
T006764,C01746,2023-04-22,16119.0,생활,간편결제
T006765,C00345,2023-01-15,143624.0,식품,카드
T006766,C00171,2023-06-09,215215.0,식품,카드
T006767,C01079,2023-07-18,453491.0,의류,카드
T006768,C01445,2023-08-18,91183.0,의류,간편결제
T006769,C00384,2023-03-24,161510.0,생활,현금
T006770,C00465,2024-03-05,13398.0,의류,카드
T006771,C01165,2024-05-31,12803.0,의류,현금
T006772,C00737,2024-02-07,440592.0,의류,현금
T006773,C00363,2024-05-06,13196.0,식품,카드
T006774,C01998,2023-02-08,266061.0,생활,간편결제
T006775,C01462,2023-03-29,82144.0,전자,현금
T006776,C01121,2024-03-26,408291.0,뷰티,카드
T006777,C00589,2023-06-18,468002.0,생활,카드
T006778,C00056,2023-01-05,261276.0,생활,간편결제
T006779,C01448,2024-03-02,220811.0,생활,간편결제
T006780,C00958,2023-02-25,64869.0,전자,현금
T006781,C00546,2024-06-04,287685.0,뷰티,현금
T006782,C00480,2024-02-19,46039.0,의류,카드
T006783,C00825,2023-09-11,9549.0,의류,현금
T006784,C01338,2023-06-22,498248.0,의류,현금
T006785,C01278,2023-09-22,468433.0,의류,카드
T006786,C01376,2024-05-11,243593.0,식품,간편결제
T006787,C00250,2023-12-27,136159.0,식품,카드
T006788,C01670,2023-11-29,394715.0,의류,카드
T006789,C00933,2024-05-27,138686.0,전자,현금
T006790,C01437,2024-06-06,67863.0,식품,카드
T006791,C00862,2024-05-21,97976.0,식품,현금
T006792,C00100,2024-06-02,273121.0,뷰티,간편결제
T006793,C01825,2023-06-21,51603.0,의류,간편결제
T006794,C00219,2023-05-07,268421.0,생활,간편결제
T006795,C00414,2023-10-09,470555.0,전자,카드
T006796,C00438,2023-09-21,186396.0,의류,카드
T006797,C00191,2023-09-06,284402.0,의류,간편결제
T006798,C00744,2023-05-20,118917.0,뷰티,카드
T006799,C01358,2023-05-12,281103.0,뷰티,현금
T006800,C00738,2024-02-21,185781.0,의류,카드
T006801,C00703,2023-07-28,211003.0,의류,카드
T006802,C01432,2023-04-15,52349.0,전자,간편결제
T006803,C01355,2023-11-20,410371.0,전자,간편결제
T006804,C00554,2023-04-04,55943.0,전자,간편결제
T006805,C01670,2024-02-12,34261.0,의류,간편결제
T006806,C00793,2023-05-10,30188.0,생활,카드
T006807,C01737,2023-05-30,120809.0,식품,간편결제
T006808,C01450,2023-03-26,35775.0,식품,간편결제
T006809,C00995,2023-11-23,304680.0,전자,카드
T006810,C01542,2023-02-13,39397.0,의류,간편결제
T006811,C00569,2023-05-01,8235.0,뷰티,간편결제
T006812,C00148,2023-04-16,121945.0,의류,현금
T006813,C00514,2024-05-23,443691.0,식품,간편결제
T006814,C00586,2024-05-29,240986.0,뷰티,카드
T006815,C01572,2024-02-24,348080.0,전자,간편결제
T006816,C00211,2023-08-10,91062.0,뷰티,카드
T006817,C00056,2023-04-26,60975.0,의류,카드
T006818,C00699,2023-08-29,258074.0,식품,카드
T006819,C01393,2024-01-04,298333.0,뷰티,간편결제
T006820,C01551,2023-08-18,37228.0,의류,카드
T006821,C00047,2023-03-04,46991.0,전자,현금
T006822,C01736,2023-04-29,247016.0,전자,카드
T006823,C01915,2024-04-02,478951.0,뷰티,간편결제
T006824,C00664,2023-11-21,478655.0,전자,카드
T006825,C01498,2023-11-04,247015.0,식품,간편결제
T006826,C00222,2023-06-04,148144.0,생활,카드
T006827,C01443,2023-08-13,123770.0,식품,카드
T006828,C01761,2023-05-07,42523.0,뷰티,카드
T006829,C00932,2023-08-26,188456.0,뷰티,카드
T006830,C01611,2023-11-29,113523.0,생활,카드
T006831,C00736,2023-06-20,272861.0,의류,카드
T006832,C01558,2023-07-16,,생활,카드
T006833,C00795,2024-04-10,458312.0,전자,현금
T006834,C01922,2023-09-18,36891.0,뷰티,카드
T006835,C00373,2023-04-20,176095.0,식품,카드
T006836,C01930,2024-02-08,209113.0,생활,간편결제
T006837,C01911,2023-03-02,164826.0,생활,카드
T006838,C01580,2023-02-20,149180.0,전자,카드
T006839,C01880,2023-02-25,436939.0,의류,카드
T006840,C00992,2024-04-09,15420.0,식품,간편결제
T006841,C00678,2023-02-17,482205.0,의류,간편결제
T006842,C01149,2023-12-09,160013.0,생활,간편결제
T006843,C00260,2023-10-27,38303.0,뷰티,간편결제
T006844,C01613,2023-12-11,209367.0,뷰티,간편결제
T006845,C00882,2023-02-01,420521.0,뷰티,현금
T006846,C01580,2023-04-21,25130.0,식품,카드
T006847,C01690,2024-04-05,127181.0,뷰티,카드
T006848,C01484,2023-09-05,30349.0,전자,간편결제
T006849,C00030,2023-09-03,90638.0,식품,카드
T006850,C01597,2024-04-27,301534.0,뷰티,간편결제
T006851,C01314,2023-05-09,497546.0,전자,간편결제
T006852,C01045,2023-01-18,219618.0,식품,현금
T006853,C00872,2023-08-08,114312.0,생활,카드
T006854,C01573,2024-02-12,1663.0,의류,카드
T006855,C01451,2023-04-01,174111.0,뷰티,카드
T006856,C00575,2024-01-20,53407.0,의류,현금
T006857,C01422,2023-11-16,332337.0,생활,카드
T006858,C00112,2023-06-30,3490.0,뷰티,현금
T006859,C00303,2024-06-17,293429.0,뷰티,카드
T006860,C01078,2023-09-12,265632.0,식품,카드
T006861,C00352,2024-01-29,318012.0,의류,간편결제
T006862,C00238,2023-04-16,67404.0,의류,카드
T006863,C01263,2023-08-02,126872.0,생활,카드
T006864,C01286,2023-03-02,128820.0,생활,현금
T006865,C00765,2024-03-21,277476.0,전자,간편결제
T006866,C00909,2024-02-08,424309.0,의류,카드
T006867,C01904,2023-03-07,185676.0,전자,간편결제
T006868,C01314,2023-10-03,477256.0,의류,간편결제
T006869,C00780,2023-05-25,9745.0,뷰티,카드
T006870,C00966,2024-01-07,122371.0,전자,간편결제
T006871,C01951,2023-05-13,161813.0,전자,현금
T006872,C00491,2023-01-15,421886.0,식품,카드
T006873,C01834,2023-06-02,346903.0,전자,간편결제
T006874,C00127,2023-12-21,,생활,카드
T006875,C00142,2023-02-09,288703.0,의류,간편결제
T006876,C01355,2024-03-03,52099.0,전자,카드
T006877,C00435,2023-05-26,209975.0,전자,카드
T006878,C01566,2023-11-04,270935.0,식품,현금
T006879,C00832,2023-01-25,123213.0,뷰티,카드
T006880,C00341,2024-06-23,259291.0,생활,간편결제
T006881,C01893,2023-04-13,192069.0,의류,현금
T006882,C00296,2024-05-11,82546.0,식품,카드
T006883,C00176,2023-11-22,252265.0,뷰티,카드
T006884,C00724,2023-07-28,2947.0,생활,간편결제
T006885,C00144,2023-09-25,315342.0,뷰티,현금
T006886,C00346,2023-11-03,81863.0,전자,간편결제
T006887,C00581,2023-11-30,379239.0,의류,간편결제
T006888,C01420,2024-03-23,26201.0,전자,현금
