고객ID,연월,로그인횟수,서비스이용시간(분),문의횟수,불만횟수
C00983,2023-09,24,1495,3,0
C00983,2023-10,28,1317,1,1
C00983,2023-11,27,1151,4,0
C00983,2023-12,34,2058,0,0
C00983,2024-02,35,1008,1,1
C00983,2024-04,52,2945,0,0
C00983,2024-06,43,1142,1,0
C00984,2023-01,31,451,2,2
C00984,2023-02,60,1943,3,0
C00984,2023-03,37,1095,2,1
C00984,2023-04,28,1721,5,0
C00984,2023-05,22,1212,2,0
C00984,2023-06,49,1678,2,1
C00984,2023-07,41,812,2,0
C00984,2023-08,37,1431,2,0
C00984,2023-09,48,767,3,0
C00984,2023-10,23,1525,0,1
C00984,2023-11,38,1717,2,0
C00984,2023-12,28,1612,0,1
C00984,2024-01,39,1484,0,0
C00984,2024-02,22,1553,2,1
C00984,2024-03,41,1511,3,0
C00984,2024-04,36,1209,2,1
C00984,2024-05,20,1935,2,0
C00984,2024-06,37,993,4,0
C00985,2023-01,32,2632,2,0
C00985,2023-02,27,1461,3,0
C00985,2023-03,28,1650,1,0
C00985,2023-05,29,1598,4,0
C00985,2023-06,41,1342,2,1
C00985,2023-07,27,1641,1,1
C00985,2023-08,14,1210,4,4
C00985,2023-12,15,1079,7,1
C00985,2024-02,9,799,4,3
C00985,2024-03,21,505,7,1
C00985,2024-04,15,1126,3,5
C00985,2024-06,18,409,6,3
C00986,2023-01,31,1656,1,0
C00986,2023-02,21,1431,4,0
C00986,2023-03,42,2146,1,0
C00986,2023-04,60,1572,0,0
C00986,2023-06,29,1408,2,1
C00986,2023-08,49,1200,2,0
C00986,2023-10,35,1173,0,2
C00986,2023-11,38,1479,0,1
C00986,2023-12,36,912,0,0
C00986,2024-02,30,1462,2,0
C00986,2024-03,39,1638,1,0
C00986,2024-05,13,1484,0,1
C00986,2024-06,33,1112,1,0
C00987,2023-01,48,1327,0,1
C00987,2023-03,22,1603,0,0
C00987,2023-04,18,2377,0,1
C00987,2023-05,35,1655,3,0
C00987,2023-06,44,1508,2,0
C00987,2023-07,47,1380,2,1
C00987,2023-09,40,742,1,1
C00987,2023-12,15,1976,0,0
C00987,2024-03,35,581,4,0
C00988,2023-01,32,1642,1,0
C00988,2023-02,53,729,2,0
C00988,2023-03,27,1812,2,0
C00988,2023-04,26,1410,2,0
C00988,2023-05,27,1909,0,0
C00988,2023-06,20,1939,1,2
C00988,2023-07,32,1418,2,1
C00988,2023-08,40,2097,0,0
C00988,2023-09,28,1944,0,0
C00988,2023-10,43,1154,2,0
C00988,2023-11,42,1835,3,1
C00988,2023-12,32,598,2,0
C00988,2024-01,24,1545,3,0
C00988,2024-02,45,1366,3,1
C00988,2024-03,32,1873,4,0
C00988,2024-04,30,1227,4,0
C00988,2024-05,21,1116,0,1
C00988,2024-06,52,1571,2,0
C00989,2023-01,26,1067,2,0
C00989,2023-03,17,1082,2,0
C00989,2023-04,35,1048,1,1
C00989,2023-05,37,1592,0,0
C00989,2023-06,42,1399,0,0
C00989,2023-07,41,1912,0,1
C00989,2023-08,41,2310,3,0
C00989,2023-09,30,1256,2,1
C00989,2023-10,31,1479,0,0
C00989,2024-01,47,1401,2,0
C00989,2024-02,15,1265,1,0
C00989,2024-04,24,2206,2,0
C00989,2024-06,45,467,4,0
C00990,2023-01,26,1517,1,2
C00990,2023-02,38,1759,4,0
C00990,2023-03,33,1194,1,0
C00990,2023-04,40,1834,1,1
C00990,2023-05,31,1441,1,0
C00990,2023-07,52,1621,0,0
C00990,2023-08,20,1802,1,0
C00990,2023-09,43,1355,2,0
C00990,2023-10,44,1678,2,0
C00990,2023-11,28,1473,2,0
C00990,2023-12,42,1221,2,0
C00990,2024-01,38,1346,1,0
C00990,2024-02,48,1794,2,1
C00990,2024-04,56,704,2,0
C00990,2024-06,31,1509,1,0
C00991,2023-01,37,2113,4,0
C00991,2023-02,48,1791,0,0
C00991,2023-03,31,2364,1,1
C00991,2023-04,29,1727,1,1
C00991,2023-05,41,1063,2,1
C00991,2023-06,38,2165,7,3
C00991,2023-07,20,1190,4,1
C00991,2023-08,18,1896,1,1
C00991,2023-09,28,1360,4,3
C00991,2023-10,19,929,4,2
C00991,2023-11,13,804,4,0
C00991,2024-01,10,846,6,2
C00991,2024-02,21,66,5,1
C00991,2024-03,2,539,5,3
C00991,2024-04,17,828,4,3
C00991,2024-05,22,409,7,5
C00991,2024-06,11,880,10,4
C00992,2023-01,50,1673,3,0
C00992,2023-02,29,1268,3,1
C00992,2023-03,25,1405,2,0
C00992,2023-04,34,1860,3,1
C00992,2023-05,20,1469,1,0
C00992,2023-06,63,1319,3,1
C00992,2023-08,34,1532,2,0
C00992,2023-10,35,1328,3,1
C00992,2023-11,40,1327,1,0
C00992,2023-12,26,1003,1,0
C00992,2024-01,39,1954,1,0
C00992,2024-02,45,1867,0,1
C00992,2024-03,37,1393,3,0
C00992,2024-04,43,1712,1,0
C00992,2024-05,29,1787,5,0
C00992,2024-06,43,1558,0,0
C00993,2023-01,47,2065,0,0
C00993,2023-03,33,2229,1,3
C00993,2023-04,31,1526,3,0
C00993,2023-05,44,1390,0,2
C00993,2023-06,28,2010,2,0
C00993,2023-07,29,2133,0,0
C00993,2023-09,29,1354,0,2
C00993,2023-11,21,972,3,2
C00993,2023-12,15,1122,2,2
C00993,2024-01,14,1043,6,3
C00993,2024-02,15,1161,3,3
C00993,2024-03,8,1077,6,3
C00993,2024-04,10,405,7,2
C00993,2024-05,15,374,3,2
C00993,2024-06,0,223,5,1
C00994,2023-03,36,1460,1,0
C00994,2023-04,43,2020,0,0
C00994,2023-05,46,1154,2,0
C00994,2023-06,47,1928,3,0
C00994,2023-07,33,943,2,2
C00994,2023-08,28,807,1,1
C00994,2023-09,26,1404,3,0
C00994,2023-10,36,1334,0,0
C00994,2023-11,30,1137,2,0
C00994,2023-12,27,1177,2,0
C00994,2024-03,31,692,0,0
C00994,2024-05,29,1881,0,0
C00995,2023-01,24,1230,2,0
C00995,2023-02,28,2100,2,0
C00995,2023-03,37,1474,2,0
C00995,2023-04,27,1544,4,0
C00995,2023-05,55,1251,1,0
C00995,2023-07,32,1207,4,1
C00995,2023-08,25,1599,0,0
C00995,2023-09,37,1890,0,0
C00995,2023-11,47,1550,1,0
C00995,2023-12,19,1349,3,0
C00995,2024-01,51,1833,1,0
C00995,2024-03,18,1499,0,0
C00995,2024-04,25,1379,1,0
C00995,2024-06,34,834,2,0
C00996,2023-01,53,1589,1,0
C00996,2023-02,33,1211,2,1
C00996,2023-03,27,1761,1,1
C00996,2023-04,46,805,3,0
C00996,2023-05,44,2113,4,1
C00996,2023-06,24,1438,0,0
C00996,2023-07,17,1418,3,0
C00996,2023-08,46,1511,3,0
C00996,2023-09,35,1770,0,0
C00996,2023-10,31,1931,2,0
C00996,2023-11,54,1571,0,1
C00996,2023-12,41,1920,0,0
C00996,2024-01,41,1660,2,1
C00996,2024-02,27,1919,2,0
C00996,2024-03,33,2034,3,0
C00996,2024-04,16,1904,1,2
C00996,2024-05,41,1781,0,0
C00996,2024-06,41,1635,2,1
C00997,2023-01,49,1790,3,1
C00997,2023-02,33,1781,1,0
C00997,2023-03,41,2068,0,1
C00997,2023-04,40,1371,5,1
C00997,2023-05,38,1774,0,2
C00997,2023-06,33,1447,1,0
C00997,2023-07,14,998,3,2
C00997,2023-08,27,1243,2,3
C00997,2023-09,13,771,0,2
C00997,2023-11,18,645,4,0
C00997,2023-12,43,1437,9,2
C00997,2024-01,34,646,6,3
C00997,2024-03,5,638,5,4
C00997,2024-05,13,1083,7,2
C00997,2024-06,8,125,6,4
C00998,2023-01,56,1213,1,0
C00998,2023-03,35,2082,1,1
C00998,2023-05,33,1201,2,1
C00998,2023-06,21,1332,4,1
C00998,2023-08,49,962,3,1
C00998,2023-11,19,1369,9,0
C00998,2023-12,35,1580,3,1
C00998,2024-01,23,1084,5,1
C00998,2024-02,29,822,0,2
C00998,2024-03,10,1058,5,3
C00998,2024-04,15,776,6,1
C00998,2024-05,25,776,5,3
C00998,2024-06,17,198,6,5
C00999,2023-06,22,1847,3,0
C00999,2023-07,30,1300,2,0
C00999,2023-08,41,939,2,1
C00999,2023-09,52,1906,2,0
C00999,2023-10,57,1305,3,0
C00999,2023-11,30,1668,2,0
C00999,2023-12,24,1542,0,0
C00999,2024-01,43,1480,2,0
C00999,2024-03,44,1615,0,0
C00999,2024-05,25,1313,3,0
C00999,2024-06,40,1334,1,0
C01000,2023-01,54,739,1,0
C01000,2023-03,44,1350,1,0
C01000,2023-04,35,1564,0,0
C01000,2023-06,18,1041,3,0
C01000,2023-07,27,1619,0,0
C01000,2023-11,30,2051,3,0
C01000,2023-12,47,1822,0,0
C01000,2024-01,29,1652,2,0
C01000,2024-02,42,1770,0,0
C01000,2024-03,35,1896,0,0
C01000,2024-04,36,1679,0,0
C01000,2024-05,32,1643,0,1
C01000,2024-06,22,1558,1,0
C01001,2023-02,27,1622,0,0
C01001,2023-03,35,1050,1,1
C01001,2023-05,41,1749,1,0
C01001,2023-06,41,1065,3,0
C01001,2023-07,27,2221,1,0
C01001,2023-09,29,1824,4,0
C01001,2023-10,32,1384,3,0
C01001,2023-11,48,2292,1,1
C01001,2024-01,20,1389,1,0
C01001,2024-05,44,1171,2,1
C01001,2024-06,23,926,0,0
C01002,2023-02,39,1720,3,0
C01002,2023-03,11,1412,4,0
C01002,2023-05,24,1006,2,1
C01002,2023-06,23,2315,4,0
C01002,2023-07,23,504,3,1
C01002,2023-08,27,1441,0,1
C01002,2023-10,15,1210,0,0
C01002,2023-11,35,1933,2,0
C01002,2023-12,42,1192,4,0
C01002,2024-02,24,1018,1,1
C01002,2024-03,41,1762,3,0
C01002,2024-04,16,1954,1,0
C01002,2024-05,26,1570,2,0
C01002,2024-06,47,1387,0,1
C01003,2023-02,42,2218,3,1
C01003,2023-03,30,2251,4,0
C01003,2023-07,35,1901,4,2
C01003,2023-08,30,1529,1,3
C01003,2023-11,4,1051,6,0
C01003,2023-12,36,479,5,2
C01003,2024-01,7,1310,6,3
C01003,2024-03,7,657,7,3
C01003,2024-05,5,365,3,3
C01004,2023-01,38,1211,2,0
C01004,2023-02,41,2193,4,0
C01004,2023-03,29,1584,1,0
C01004,2023-04,34,983,2,0
C01004,2023-05,46,950,3,0
C01004,2023-06,25,786,2,1
C01004,2023-07,12,928,0,0
C01004,2023-09,32,1584,5,0
C01004,2023-10,21,1462,1,0
C01004,2023-11,29,1990,1,0
C01004,2023-12,34,1896,0,0
C01004,2024-03,27,1441,2,0
C01004,2024-04,40,1205,3,1
C01004,2024-05,32,973,0,0
C01005,2023-03,47,1705,1,0
C01005,2023-05,21,1563,4,0
C01005,2023-06,19,1865,3,0
C01005,2023-10,17,1319,5,1
C01005,2023-11,24,1076,7,2
C01005,2023-12,25,1210,7,2
C01005,2024-02,18,823,9,1
C01005,2024-03,11,645,0,1
C01005,2024-04,3,622,6,3
C01006,2023-04,38,1108,2,0
C01006,2023-06,25,1284,2,0
C01006,2023-10,44,1353,0,0
C01006,2023-11,37,1878,1,0
C01006,2024-01,40,993,2,1
C01006,2024-02,28,1477,0,0
C01006,2024-03,23,2243,0,0
C01006,2024-04,27,1213,2,0
C01006,2024-06,33,1582,2,1
C01007,2023-01,54,2529,5,0
C01007,2023-02,50,1694,4,0
C01007,2023-03,27,2061,0,0
C01007,2023-04,41,1768,0,0
C01007,2023-05,14,1694,4,0
C01007,2023-07,20,1349,4,0
C01007,2023-08,23,1774,2,1
C01007,2023-09,25,795,4,1
C01007,2023-11,33,984,5,1
C01007,2023-12,17,506,5,1
C01007,2024-02,12,1177,5,3
C01007,2024-04,6,815,3,2
C01007,2024-05,22,0,1,2
C01007,2024-06,5,758,6,3
C01008,2023-06,34,1081,2,0
C01008,2023-08,48,2055,1,0
C01008,2023-09,37,1444,1,0
C01008,2023-11,34,1624,3,0
C01008,2023-12,4,1848,2,0
C01008,2024-01,14,2124,0,0
C01008,2024-03,16,1165,2,0
C01008,2024-05,43,2052,1,0
C01009,2023-01,19,1633,1,1
C01009,2023-02,35,1518,1,0
C01009,2023-03,21,1451,2,0
C01009,2023-04,20,1906,6,0
C01009,2023-05,38,815,2,1
C01009,2023-06,41,596,0,0
C01009,2023-07,37,1538,0,1
C01009,2023-08,31,1987,0,0
C01009,2023-09,39,824,0,0
C01009,2023-10,49,1781,2,0
C01009,2023-11,44,2160,0,1
C01009,2023-12,30,996,0,0
C01009,2024-01,26,1310,1,1
C01009,2024-02,24,1433,0,0
C01009,2024-03,35,1508,2,0
C01009,2024-04,37,1545,4,0
C01009,2024-05,39,1532,0,2
C01009,2024-06,31,953,0,0
C01010,2023-01,60,1249,1,1
C01010,2023-02,50,1659,3,0
C01010,2023-03,40,1893,1,0
C01010,2023-04,21,1491,8,1
C01010,2023-05,34,1145,1,1
C01010,2023-06,34,2197,0,0
C01010,2023-08,40,1457,3,0
C01010,2023-09,37,2203,0,1
C01010,2023-10,38,1143,0,0
C01010,2023-11,23,1413,1,0
C01010,2023-12,28,2084,0,1
C01010,2024-01,44,781,0,0
C01010,2024-02,38,1121,1,0
C01010,2024-03,48,1159,2,0
C01010,2024-04,38,1532,1,0
C01010,2024-05,34,1118,0,1
C01010,2024-06,37,1803,0,0
C01011,2023-01,41,1788,1,1
C01011,2023-02,25,1823,0,0
C01011,2023-03,30,491,2,2
C01011,2023-04,39,1369,0,0
C01011,2023-05,56,1661,1,1
C01011,2023-06,34,2150,2,1
C01011,2023-07,50,1968,2,0
C01011,2023-08,32,946,1,0
C01011,2023-09,27,1953,1,1
C01011,2023-10,29,2076,2,1
C01011,2023-11,31,1603,2,0
C01011,2023-12,40,925,3,0
C01011,2024-01,31,1312,1,0
C01011,2024-04,49,1885,3,0
C01011,2024-05,5,1460,1,0
C01011,2024-06,37,1214,5,0
C01012,2023-01,35,889,1,0
C01012,2023-03,47,1521,0,1
C01012,2023-05,39,1154,2,0
C01012,2023-06,52,1856,3,0
C01012,2023-07,15,1538,2,0
C01012,2023-08,41,1735,2,1
C01012,2023-09,33,1464,1,0
C01012,2023-10,41,1276,0,0
C01012,2023-11,52,1812,3,0
C01012,2023-12,38,2242,0,0
C01012,2024-01,16,590,2,0
C01012,2024-03,46,1429,3,1
C01012,2024-04,43,1987,0,1
C01012,2024-05,40,1068,0,1
C01012,2024-06,28,1150,0,0
C01013,2023-02,34,1459,3,0
C01013,2023-03,21,2067,6,1
C01013,2023-05,35,1554,5,1
C01013,2023-06,52,1993,1,0
C01013,2023-07,48,1539,2,0
C01013,2023-08,29,967,2,0
C01013,2023-09,44,2213,0,1
C01013,2023-11,35,1009,1,1
C01013,2024-02,21,1416,3,0
C01013,2024-05,36,1290,1,0
C01013,2024-06,48,1268,2,0
C01014,2023-01,44,1557,2,0
C01014,2023-03,32,1387,3,0
C01014,2023-05,21,1409,3,1
C01014,2023-06,34,1604,0,1
C01014,2023-08,27,1455,4,0
C01014,2023-09,49,1436,0,0
C01014,2023-10,28,1221,0,0
C01014,2023-11,23,2610,4,0
C01014,2023-12,35,1666,2,1
C01014,2024-01,32,1530,0,0
C01014,2024-02,42,1220,3,1
C01014,2024-03,15,1788,0,0
C01014,2024-04,44,1250,2,1
C01014,2024-05,18,1589,6,0
C01014,2024-06,36,1879,1,0
C01015,2023-01,8,1743,1,0
C01015,2023-03,51,1372,1,0
C01015,2023-04,37,769,3,0
C01015,2023-05,23,2636,0,1
C01015,2023-08,52,1107,1,0
C01015,2023-10,31,1538,3,2
C01015,2023-12,27,2586,3,1
C01015,2024-01,37,1376,1,2
C01015,2024-03,21,747,2,0
C01015,2024-04,31,1156,2,0
C01016,2023-01,35,1521,4,1
C01016,2023-02,38,1717,1,0
C01016,2023-03,42,1492,0,0
C01016,2023-04,53,1957,1,0
C01016,2023-06,38,1624,1,0
C01016,2023-07,40,1733,2,0
C01016,2023-08,33,941,0,0
C01016,2023-09,33,1751,2,0
C01016,2023-10,43,1898,1,2
C01016,2023-11,28,1238,1,0
C01016,2023-12,35,1357,1,0
C01016,2024-01,37,1094,2,0
C01016,2024-02,23,1753,2,0
C01016,2024-03,22,1976,3,0
C01016,2024-04,18,1674,1,0
C01016,2024-05,32,1081,3,0
C01016,2024-06,13,2034,2,1
C01017,2023-01,55,922,5,0
C01017,2023-02,33,1646,2,2
C01017,2023-03,29,1255,2,0
C01017,2023-05,59,1932,0,0
C01017,2023-06,37,2037,1,0
C01017,2023-09,42,1688,3,0
C01017,2023-10,32,1568,1,0
C01017,2023-11,26,1669,2,0
C01017,2023-12,30,1545,1,1
C01017,2024-01,24,1352,2,2
C01017,2024-02,38,1799,0,0
C01017,2024-03,20,2311,3,0
C01017,2024-04,42,1737,2,0
C01017,2024-05,40,686,3,0
C01017,2024-06,34,2080,2,0
C01018,2023-01,44,1147,5,0
C01018,2023-03,24,1915,0,0
C01018,2023-05,46,1350,4,0
C01018,2023-07,37,1566,2,0
C01018,2023-10,30,1046,2,1
C01018,2024-01,31,1491,1,0
C01018,2024-02,53,862,4,1
C01018,2024-04,28,1829,1,0
C01018,2024-05,32,1317,1,0
C01019,2023-01,41,1319,0,0
C01019,2023-02,34,1192,2,1
C01019,2023-03,18,1222,1,0
C01019,2023-04,32,1121,0,0
C01019,2023-05,19,1195,4,0
C01019,2023-06,54,1777,2,1
C01019,2023-08,51,1267,3,0
C01019,2023-09,40,1965,2,1
C01019,2023-12,38,1711,1,1
C01019,2024-01,27,1213,1,1
C01019,2024-02,45,1551,5,1
C01019,2024-04,50,1526,1,1
C01019,2024-05,35,1667,0,0
C01020,2023-01,30,1489,1,1
C01020,2023-02,32,2060,1,0
C01020,2023-03,37,633,0,0
C01020,2023-04,19,1407,2,0
C01020,2023-05,29,1441,4,0
C01020,2023-06,36,1795,2,0
C01020,2023-07,22,1702,2,0
C01020,2023-08,42,1135,1,0
C01020,2023-09,42,1749,2,0
C01020,2023-10,37,1554,3,1
C01020,2023-11,35,1456,2,0
C01020,2023-12,40,1357,1,0
C01020,2024-01,47,1777,2,2
C01020,2024-02,45,1100,2,0
C01020,2024-03,26,847,1,0
C01020,2024-04,47,1947,2,0
C01020,2024-05,50,1393,0,2
C01020,2024-06,31,1508,0,1
C01021,2023-01,33,2469,1,0
C01021,2023-02,34,2027,1,3
C01021,2023-03,40,1567,3,1
C01021,2023-04,39,1353,0,0
C01021,2023-06,32,1670,4,0
C01021,2023-07,37,1551,5,2
C01021,2023-09,36,1754,5,2
C01021,2023-12,21,1020,3,1
C01021,2024-01,26,1461,1,2
C01021,2024-02,22,822,4,1
C01021,2024-03,8,485,2,4
C01021,2024-04,14,766,3,1
C01021,2024-05,17,513,5,3
C01021,2024-06,21,681,7,3
C01022,2023-01,38,2034,7,0
C01022,2023-03,39,1592,4,3
C01022,2023-04,20,903,0,0
C01022,2023-05,34,1686,5,0
C01022,2023-06,10,1105,3,2
C01022,2023-10,27,972,5,3
C01022,2023-11,32,1069,6,2
C01022,2024-03,14,262,5,2
C01022,2024-04,18,1241,9,4
C01022,2024-06,5,472,6,3
C01023,2023-01,30,1052,0,1
C01023,2023-02,24,1463,2,0
C01023,2023-03,49,1411,4,0
C01023,2023-04,41,1934,2,0
C01023,2023-06,32,1823,0,0
C01023,2023-07,34,1948,2,0
C01023,2023-08,47,829,1,0
C01023,2023-09,29,1583,1,0
C01023,2023-10,37,1490,0,0
C01023,2023-11,27,1391,4,1
C01023,2023-12,29,1394,3,0
C01023,2024-01,46,1639,1,0
C01023,2024-02,37,1063,1,0
C01023,2024-03,30,1565,0,0
C01023,2024-04,37,1145,0,0
C01023,2024-06,26,1563,0,0
C01024,2023-01,42,1754,5,1
C01024,2023-02,40,2107,1,2
C01024,2023-03,38,1738,2,0
C01024,2023-04,36,1839,1,1
C01024,2023-05,24,1855,6,0
C01024,2023-06,25,1657,5,3
C01024,2023-07,30,1488,3,1
C01024,2023-10,21,1052,2,2
C01024,2023-11,22,1408,3,4
C01024,2023-12,15,1368,5,3
C01024,2024-01,11,1547,2,3
C01024,2024-02,9,1155,1,3
C01024,2024-04,6,496,10,2
C01024,2024-05,14,425,2,2
C01024,2024-06,2,553,5,4
C01025,2023-01,14,1752,1,0
C01025,2023-02,31,2198,0,0
C01025,2023-03,40,1383,2,0
C01025,2023-04,43,1824,0,0
C01025,2023-05,28,859,1,0
C01025,2023-06,26,1740,4,0
C01025,2023-07,34,1339,4,0
C01025,2023-08,29,1280,0,0
C01025,2023-09,46,1470,3,0
C01025,2023-10,24,1091,4,1
C01025,2023-11,36,952,1,0
C01025,2024-01,39,1589,0,0
C01025,2024-02,33,1289,1,0
C01025,2024-03,40,1549,0,1
C01025,2024-04,40,901,2,0
C01025,2024-05,34,1103,1,0
C01026,2023-04,29,1465,1,0
C01026,2023-07,52,1864,2,0
C01026,2023-10,34,1103,3,1
C01026,2023-12,36,1403,0,1
C01026,2024-01,41,2065,0,0
C01026,2024-03,33,1392,1,1
C01026,2024-05,26,1631,0,0
C01026,2024-06,56,1797,0,1
C01027,2023-01,37,1773,4,1
C01027,2023-02,33,2149,0,1
C01027,2023-03,31,1314,2,0
C01027,2023-04,40,1707,0,2
C01027,2023-05,29,1625,5,0
C01027,2023-06,25,1640,4,0
C01027,2023-07,41,1344,2,1
C01027,2023-08,24,1229,4,2
C01027,2023-09,36,960,4,3
C01027,2023-10,27,525,5,4
C01027,2023-11,17,1458,6,2
C01027,2023-12,16,1102,4,2
C01027,2024-01,1,1189,8,2
C01027,2024-02,21,1300,4,2
C01027,2024-03,17,735,4,2
C01027,2024-04,23,509,8,2
C01027,2024-05,1,435,9,2
C01028,2023-01,36,1392,0,0
C01028,2023-02,22,1761,2,0
C01028,2023-03,30,2088,1,0
C01028,2023-04,19,2282,0,0
C01028,2023-05,36,441,0,0
C01028,2023-07,25,2014,1,0
C01028,2023-08,48,1437,1,0
C01028,2023-09,23,1503,3,0
C01028,2023-11,40,2138,5,0
C01028,2023-12,38,757,0,0
C01028,2024-01,35,623,0,2
C01028,2024-02,15,1324,2,1
C01028,2024-03,24,2095,3,1
C01028,2024-04,26,508,0,0
C01028,2024-05,38,1920,2,0
C01028,2024-06,20,1967,2,0
C01029,2023-01,35,1037,3,0
C01029,2023-02,40,1296,0,0
C01029,2023-04,45,1589,0,0
C01029,2023-05,38,1427,1,1
C01029,2023-06,35,1217,4,0
C01029,2023-07,64,564,1,1
C01029,2023-09,35,1176,3,1
C01029,2023-10,31,1437,2,0
C01029,2023-11,41,1778,4,0
C01029,2024-01,35,1943,0,0
C01029,2024-03,33,1203,3,1
C01029,2024-04,36,1669,2,0
C01029,2024-05,20,1968,2,0
C01029,2024-06,32,1107,2,0
C01030,2023-01,42,2010,4,1
C01030,2023-03,41,2077,0,0
C01030,2023-04,41,1582,4,0
C01030,2023-05,34,1576,0,0
C01030,2023-06,36,2054,6,1
C01030,2023-07,27,1166,0,1
C01030,2023-08,25,1525,0,2
C01030,2023-09,40,951,4,2
C01030,2023-10,17,875,0,0
C01030,2023-11,22,1341,4,2
C01030,2023-12,19,1046,9,1
C01030,2024-01,14,927,3,2
C01030,2024-02,5,494,5,3
C01030,2024-04,23,1304,2,2
C01030,2024-05,12,331,6,2
C01030,2024-06,9,505,6,3
C01031,2023-01,39,1450,0,0
C01031,2023-02,32,2063,1,1
C01031,2023-03,15,1402,0,0
C01031,2023-04,32,1372,3,1
C01031,2023-05,38,1468,0,0
C01031,2023-06,41,2045,1,0
C01031,2023-07,30,1483,2,0
C01031,2023-08,43,1521,2,0
C01031,2023-09,40,1349,2,0
C01031,2023-10,25,1126,0,0
C01031,2023-11,48,1840,0,0
C01031,2023-12,47,1108,2,0
C01031,2024-01,49,643,2,0
C01031,2024-02,55,1446,3,0
C01031,2024-03,38,1527,3,1
C01031,2024-04,24,1474,0,0
C01031,2024-05,35,1518,0,1
C01031,2024-06,15,1672,2,0
C01032,2023-01,31,2491,3,2
C01032,2023-02,38,2018,1,0
C01032,2023-03,44,1994,1,0
C01032,2023-04,29,1933,0,2
C01032,2023-05,23,1407,1,1
C01032,2023-06,32,1718,2,1
C01032,2023-07,25,1747,1,1
C01032,2023-09,22,1168,4,0
C01032,2023-10,31,951,3,2
C01032,2023-11,19,907,10,3
C01032,2023-12,23,866,7,4
C01032,2024-01,14,313,6,3
C01032,2024-02,21,354,4,3
C01032,2024-05,20,374,3,2
C01032,2024-06,5,714,4,2
C01033,2023-01,35,2297,5,0
C01033,2023-02,53,1940,2,1
C01033,2023-03,29,1925,4,1
C01033,2023-04,36,1381,3,2
C01033,2023-05,38,1731,1,0
C01033,2023-06,31,1931,0,1
C01033,2023-07,40,1654,3,1
C01033,2023-08,19,1120,5,4
C01033,2023-09,19,1154,1,2
C01033,2023-10,18,1746,5,1
C01033,2023-11,15,1064,2,4
C01033,2023-12,20,282,6,2
C01033,2024-01,24,851,2,3
C01033,2024-02,15,931,6,3
C01033,2024-03,19,903,7,2
C01033,2024-04,25,737,3,2
C01033,2024-05,7,638,0,3
C01033,2024-06,14,587,6,2
C01034,2023-02,51,1018,2,0
C01034,2023-03,44,1573,2,0
C01034,2023-08,35,1692,3,1
C01034,2023-10,34,1912,2,0
C01034,2023-11,54,1731,0,0
C01034,2024-01,43,1971,2,0
C01034,2024-02,40,1640,1,0
C01034,2024-04,31,1980,0,0
C01034,2024-06,24,1197,4,0
C01035,2023-02,33,2113,2,3
C01035,2023-06,33,1963,1,0
C01035,2023-07,27,1011,1,2
C01035,2023-08,13,1869,5,0
C01035,2023-09,13,1298,3,0
C01035,2023-11,19,1493,1,2
C01035,2024-02,23,592,6,4
C01035,2024-03,0,1035,6,2
C01035,2024-04,24,942,4,2
C01035,2024-05,17,274,5,3
C01035,2024-06,14,676,7,3
C01036,2023-01,38,1931,2,0
C01036,2023-03,45,1420,1,1
C01036,2023-04,37,1316,1,0
C01036,2023-05,45,1290,4,0
C01036,2023-06,40,1811,3,0
C01036,2023-07,48,1435,2,0
C01036,2023-08,32,1611,0,0
C01036,2023-09,27,2038,3,1
C01036,2023-10,25,911,3,0
C01036,2023-11,47,1705,3,1
C01036,2023-12,16,1188,0,0
C01036,2024-01,28,1622,3,0
C01036,2024-02,5,1137,1,0
C01036,2024-03,31,1353,3,0
C01036,2024-04,39,1834,0,0
C01036,2024-05,40,1441,3,1
C01036,2024-06,41,1572,0,0
C01037,2023-05,36,1184,2,0
C01037,2023-07,35,1630,0,0
C01037,2023-08,29,1152,0,1
C01037,2023-10,9,1990,1,1
C01037,2023-12,46,1096,4,2
C01037,2024-01,41,1659,4,0
C01037,2024-02,22,1427,0,0
C01037,2024-03,24,1012,2,0
C01037,2024-04,52,2089,1,0
C01037,2024-06,58,1557,1,1
C01038,2023-02,17,1760,2,0
C01038,2023-03,31,1477,0,0
C01038,2023-06,53,1751,0,0
C01038,2023-08,27,1478,2,0
C01038,2023-09,45,1599,0,0
C01038,2024-01,43,593,1,0
C01038,2024-03,41,1740,0,0
C01038,2024-04,35,1349,2,0
C01039,2023-01,26,1301,1,1
C01039,2023-02,22,1718,2,0
C01039,2023-03,47,1858,4,0
C01039,2023-04,19,1790,1,0
C01039,2023-05,38,2001,0,0
C01039,2023-06,25,1655,4,0
C01039,2023-07,16,1718,3,0
C01039,2023-08,35,1943,1,2
C01039,2023-09,33,2076,1,0
C01039,2023-10,38,1406,0,0
C01039,2023-12,38,1182,2,1
C01039,2024-01,20,2029,1,1
C01039,2024-03,19,1639,1,0
C01039,2024-04,30,1936,2,0
C01039,2024-05,35,1614,0,1
C01039,2024-06,26,1625,1,0
C01040,2023-03,46,1507,1,0
C01040,2023-06,36,1396,1,0
C01040,2023-07,35,1246,2,0
C01040,2023-08,45,1456,4,0
C01040,2023-09,27,1349,1,0
C01040,2023-11,28,1583,1,1
C01040,2023-12,34,1567,1,0
C01040,2024-03,26,1150,1,0
