주문ID,주문일시,고객ID,가게ID,메뉴,주문금액,수량,배달소요시간(분),결제방법,쿠폰사용여부,평점,주문상태
ORD02452,2024-04-06 17:41:35,CUST0028,STR068,와퍼세트,12000,2,47.0,간편결제,Y,,배달중
ORD02453,2024-12-21 13:42:21,CUST0067,STR037,갈비탕,8200,1,39.0,간편결제,N,,배달중
ORD02454,2024-06-09 13:36:35,CUST0101,STR046,시저샐러드,9000,1,42.0,카드,N,,배달완료
ORD02455,2024-07-21 17:28:19,CUST0127,STR009,치킨텐더,18200,1,56.0,간편결제,N,,배달완료
ORD02456,2024-09-29 19:34:09,CUST0419,STR007,라볶이,10500,1,42.0,간편결제,N,5.0,배달완료
ORD02457,2024-10-26 20:40:01,CUST0103,STR079,연어샐러드,10100,1,59.0,카드,N,,배달완료
ORD02458,2024-08-28 20:01:06,CUST0091,STR081,닭볶음탕,24500,1,43.0,카드,Y,5.0,배달완료
ORD02459,2024-12-13 12:42:25,CUST0118,STR087,탕수육,10800,2,25.0,간편결제,N,,취소
ORD02460,2024-04-12 15:34:21,CUST0045,STR003,돈카츠,15900,1,47.0,카드,N,5.0,배달완료
ORD02461,2024-08-28 13:06:36,CUST0394,STR098,연어샐러드,14000,1,23.0,현금,N,3.0,배달완료
ORD02462,2024-11-17 13:12:45,CUST0090,STR086,짜장면,15400,1,36.0,간편결제,N,,배달완료
ORD02463,2024-03-14 12:45:49,CUST0427,STR085,닭발,26200,1,43.0,카드,N,,배달완료
ORD02464,2024-10-15 21:50:53,CUST0119,STR046,그릭샐러드,12900,1,15.0,카드,N,,배달완료
ORD02465,2024-08-19 21:09:09,CUST0027,STR097,떡볶이,9400,1,15.0,카드,Y,,취소
ORD02466,2024-05-03 12:38:17,CUST0191,STR094,족발,27700,1,58.0,카드,Y,5.0,배달완료
ORD02467,2024-01-20 19:54:41,CUST0136,STR039,김치찌개,10600,1,59.0,간편결제,Y,5.0,배달완료
ORD02468,2024-09-04 12:10:21,CUST0112,STR096,짬뽕,14500,1,57.0,간편결제,N,5.0,배달완료
ORD02469,2024-11-06 23:44:03,CUST0355,STR096,짬뽕,14100,1,18.0,카드,N,4.0,배달완료
ORD02470,2024-01-24 20:25:48,CUST0154,STR019,카페라떼,12500,1,45.0,카드,N,,취소
ORD02471,2024-12-14 17:28:27,CUST0463,STR080,닭발,22300,2,16.0,카드,N,4.0,배달완료
ORD02472,2024-12-02 18:00:47,CUST0035,STR052,콤비네이션피자,18700,1,42.0,간편결제,Y,,배달완료
ORD02473,2024-04-24 12:55:38,CUST0355,STR095,닭볶음탕,15600,2,48.0,카드,Y,3.0,배달완료
ORD02474,2024-01-14 18:21:07,CUST0135,STR061,우동,23100,1,55.0,간편결제,N,4.0,배달완료
ORD02475,2024-09-16 17:50:17,CUST0044,STR051,불고기피자,26400,1,23.0,간편결제,Y,5.0,배달완료
ORD02476,2024-10-27 19:17:14,CUST0021,STR076,와퍼세트,11200,1,46.0,현금,N,2.0,배달완료
ORD02477,2024-08-18 23:06:18,CUST0445,STR072,갈비탕,10000,1,35.0,간편결제,N,2.0,배달완료
ORD02478,2024-07-22 17:54:51,CUST0064,STR017,오꼬노미야끼,16800,1,42.0,카드,Y,5.0,배달완료
ORD02479,2024-08-01 12:19:23,CUST0407,STR075,깐풍기,8800,1,47.0,카드,Y,1.0,배달완료
ORD02480,2024-04-09 16:39:54,CUST0289,STR058,규동,17700,1,25.0,카드,N,3.0,배달완료
ORD02481,2024-12-05 19:55:41,CUST0307,STR019,아메리카노,13700,1,38.0,카드,N,4.0,배달완료
ORD02482,2024-08-19 13:34:05,CUST0278,STR019,크로플,14900,1,45.0,간편결제,N,,배달완료
ORD02483,2024-09-26 23:30:12,CUST0476,STR082,순살치킨,19700,1,26.0,간편결제,N,4.0,배달완료
ORD02484,2024-03-12 11:34:46,CUST0039,STR097,오뎅,7200,3,55.0,간편결제,N,,배달완료
ORD02485,2024-12-15 19:12:50,CUST0113,STR005,떡볶이,10100,1,57.0,간편결제,N,,배달중
ORD02486,2024-12-24 11:06:57,CUST0338,STR015,김밥,10500,1,18.0,카드,N,5.0,배달완료
ORD02487,2024-01-31 18:24:06,CUST0123,STR092,고구마피자,18100,1,59.0,카드,N,5.0,배달완료
ORD02488,2024-02-25 17:09:34,CUST0206,STR096,짬뽕,17800,1,37.0,카드,N,4.0,배달완료
ORD02489,2024-05-08 18:45:40,CUST0339,STR081,족발,22400,2,24.0,카드,Y,5.0,배달완료
ORD02490,2024-04-28 19:31:31,CUST0434,STR024,족발,29800,2,20.0,카드,Y,3.0,배달완료
ORD02491,2024-12-08 12:17:33,CUST0281,STR076,감자튀김,10900,3,20.0,간편결제,N,4.0,배달완료
ORD02492,2024-06-11 23:36:32,CUST0265,STR066,라볶이,6500,1,18.0,카드,N,5.0,배달완료
ORD02493,2024-07-29 17:51:27,CUST0049,STR029,마파두부,7400,1,36.0,카드,N,5.0,배달완료
ORD02494,2024-12-08 12:57:53,CUST0215,STR057,마늘치킨,24000,2,51.0,간편결제,Y,4.0,배달완료
ORD02495,2024-01-31 13:22:30,CUST0229,STR027,닭볶음탕,21400,1,47.0,간편결제,N,5.0,배달완료
ORD02496,2024-03-19 10:00:15,CUST0111,STR090,퀴노아샐러드,10600,1,18.0,카드,N,4.0,배달완료
ORD02497,2024-08-15 12:39:43,CUST0323,STR044,튀김,6400,2,39.0,현금,N,,배달완료
ORD02498,2024-07-05 13:51:45,CUST0341,STR079,닭가슴살샐러드,10600,1,32.0,현금,Y,5.0,배달완료
ORD02499,2024-08-31 11:31:40,CUST0378,STR068,와퍼세트,8800,2,60.0,카드,N,,배달완료
ORD02500,2024-03-27 12:10:02,CUST0190,STR074,김치찌개,9400,1,22.0,카드,N,4.0,배달완료
ORD02501,2024-04-15 21:32:55,,STR051,불고기피자,34800,1,38.0,간편결제,N,,취소
ORD02502,2024-12-02 10:12:41,CUST0371,STR073,김밥,8600,1,35.0,카드,N,,취소
ORD02503,2024-11-06 21:20:48,CUST0459,STR019,카페라떼,8700,1,57.0,카드,N,5.0,배달완료
ORD02504,2024-02-10 18:34:47,CUST0019,STR071,감자튀김,11300,1,30.0,카드,N,3.0,배달완료
ORD02505,2024-12-10 11:30:11,CUST0070,STR096,짬뽕,11900,1,53.0,간편결제,Y,5.0,배달완료
ORD02506,2024-07-02 12:53:54,CUST0101,STR096,탕수육,10900,1,47.0,카드,Y,3.0,배달완료
ORD02507,2024-08-09 12:04:04,CUST0048,STR074,설렁탕,9700,1,52.0,카드,N,5.0,배달완료
ORD02508,2024-02-23 19:27:51,CUST0315,STR001,감자튀김,6600,1,51.0,카드,N,4.0,배달완료
ORD02509,2024-09-25 22:34:39,CUST0283,STR026,순대,8900,1,46.0,현금,N,4.0,배달완료
ORD02510,2024-01-30 19:42:28,CUST0417,STR065,김밥,5600,1,18.0,카드,Y,5.0,배달완료
ORD02511,2024-07-26 15:47:23,CUST0345,STR046,포케보울,14200,1,38.0,간편결제,Y,5.0,배달완료
ORD02512,2024-12-23 17:37:30,CUST0049,STR065,순대,9000,1,21.0,카드,N,,배달완료
ORD02513,2024-12-05 22:28:31,CUST0460,STR048,규동,10500,1,46.0,간편결제,N,4.0,배달완료
ORD02514,2024-12-04 22:51:26,CUST0310,STR016,불고기,11300,1,21.0,간편결제,N,3.0,배달완료
ORD02515,2024-03-16 22:30:19,CUST0096,STR062,불고기버거,6100,2,36.0,현금,N,5.0,배달완료
ORD02516,2024-05-28 11:33:48,CUST0355,STR006,불고기,13700,1,51.0,카드,N,,배달완료
ORD02517,2024-08-08 11:27:53,CUST0158,STR026,라볶이,10400,1,51.0,카드,N,,배달완료
ORD02518,2024-05-29 22:02:11,CUST0040,STR065,순대,11900,2,41.0,카드,Y,2.0,배달완료
ORD02519,2024-07-21 19:37:20,CUST0077,STR062,감자튀김,8500,1,38.0,간편결제,Y,,배달완료
ORD02520,2024-06-22 17:21:59,CUST0342,STR055,빙수,6100,1,32.0,카드,N,5.0,배달완료
ORD02521,2024-02-03 11:46:01,CUST0080,STR009,순살치킨,18500,2,29.0,카드,N,,배달완료
ORD02522,2024-09-07 20:26:21,CUST0446,STR048,규동,8200,1,57.0,카드,N,4.0,배달완료
ORD02523,2024-08-09 23:09:19,CUST0318,STR076,감자튀김,11300,2,18.0,카드,Y,,배달중
ORD02524,2024-04-10 11:50:50,CUST0406,STR051,하와이안피자,26500,1,45.0,간편결제,Y,,배달중
ORD02525,2024-12-27 20:07:04,CUST0099,STR003,라멘,18900,2,37.0,간편결제,Y,4.0,배달완료
ORD02526,2024-01-25 21:41:32,CUST0117,STR088,콤비네이션피자,25200,2,31.0,카드,N,4.0,배달완료
ORD02527,2024-07-28 18:16:36,CUST0424,STR091,양념치킨,22200,1,33.0,간편결제,N,4.0,배달완료
ORD02528,2024-07-04 11:34:40,CUST0109,STR100,고구마피자,15200,1,60.0,카드,N,4.0,배달완료
ORD02529,2024-06-27 23:44:52,CUST0386,STR094,보쌈,25200,2,43.0,카드,N,2.0,배달완료
ORD02530,2024-03-05 16:04:32,CUST0337,STR007,라볶이,9400,2,41.0,카드,N,2.0,배달완료
ORD02531,2024-04-27 10:29:18,CUST0323,STR016,갈비탕,12400,3,16.0,카드,Y,5.0,배달완료
ORD02532,2024-01-05 12:03:43,CUST0050,STR100,치즈피자,33100,1,23.0,현금,N,1.0,배달완료
ORD02533,2024-10-26 18:15:07,CUST0444,STR096,볶음밥,9900,1,37.0,카드,Y,,배달완료
ORD02534,2024-08-23 14:06:16,CUST0106,STR054,후라이드치킨,20200,1,43.0,간편결제,N,3.0,배달완료
ORD02535,2024-07-16 13:27:06,CUST0475,STR067,너겟세트,10800,1,38.0,카드,N,5.0,배달완료
ORD02536,2024-11-20 18:18:49,CUST0333,STR089,와퍼세트,7700,1,60.0,간편결제,Y,,취소
ORD02537,2024-07-15 23:45:17,CUST0004,STR085,족발,23700,2,52.0,카드,N,,배달완료
ORD02538,2024-04-19 13:16:00,CUST0235,STR044,라볶이,9300,2,29.0,카드,N,4.0,배달완료
ORD02539,2024-04-07 22:34:19,CUST0384,STR028,불고기버거,11200,1,53.0,카드,N,,배달완료
ORD02540,2024-06-09 18:30:15,CUST0227,STR075,탕수육,17500,3,43.0,간편결제,N,,취소
ORD02541,2024-01-01 11:41:02,CUST0252,STR099,라멘,14200,3,52.0,카드,Y,3.0,배달완료
ORD02542,2024-04-19 10:31:02,CUST0172,STR004,보쌈,29500,1,38.0,카드,N,,배달완료
ORD02543,2024-04-15 19:09:42,CUST0126,STR067,와퍼세트,7400,1,55.0,카드,N,1.0,배달완료
ORD02544,2024-04-17 11:07:13,CUST0017,STR085,오돌뼈,25500,1,54.0,현금,Y,,배달완료
ORD02545,2024-03-08 12:14:18,CUST0412,STR036,고구마피자,29400,1,15.0,카드,N,,배달완료
ORD02546,2024-05-25 11:14:58,CUST0139,STR040,빙수,5400,1,37.0,간편결제,Y,5.0,배달완료
ORD02547,2024-07-10 22:18:32,CUST0055,STR096,탕수육,13600,1,51.0,간편결제,N,5.0,배달완료
ORD02548,2024-09-21 22:19:23,CUST0200,STR040,케이크,8100,1,31.0,간편결제,N,5.0,배달완료
ORD02549,2024-05-11 11:10:18,CUST0026,STR088,불고기피자,31700,1,59.0,현금,N,2.0,배달완료
ORD02550,2024-07-18 12:16:20,CUST0176,STR093,짬뽕,17000,1,46.0,카드,Y,5.0,배달완료
ORD02551,2024-11-28 20:56:25,CUST0086,STR028,빅맥세트,11600,1,47.0,카드,Y,2.0,배달완료
ORD02552,2024-07-07 12:27:09,CUST0412,STR044,튀김,7700,2,60.0,간편결제,N,5.0,배달완료
ORD02553,2024-06-10 23:21:16,CUST0169,STR081,닭발,27900,1,44.0,카드,N,5.0,배달완료
ORD02554,2024-11-14 10:41:52,CUST0266,STR019,마카롱세트,9300,1,17.0,간편결제,N,,배달완료
ORD02555,2024-08-01 19:14:02,CUST0138,STR065,오뎅,11000,1,29.0,카드,N,,취소
ORD02556,2024-12-21 20:22:02,CUST0330,STR013,라멘,22000,1,24.0,카드,N,,배달완료
ORD02557,2024-05-11 20:04:06,CUST0421,STR093,깐풍기,13100,3,55.0,간편결제,N,,배달완료
ORD02558,2024-05-13 23:12:49,CUST0014,STR081,오돌뼈,34800,1,17.0,카드,N,,취소
ORD02559,2024-12-18 17:29:37,CUST0135,STR003,규동,24800,2,52.0,카드,N,,배달완료
ORD02560,2024-02-03 21:05:23,CUST0182,STR001,치킨버거,8400,1,39.0,카드,N,,배달완료
ORD02561,2024-05-04 10:25:46,CUST0315,STR067,와퍼세트,6600,3,59.0,간편결제,Y,,배달완료
ORD02562,2024-01-01 20:47:55,CUST0157,STR019,케이크,13300,1,55.0,현금,Y,3.0,배달완료
ORD02563,2024-07-01 11:35:26,CUST0219,STR090,닭가슴살샐러드,11200,3,21.0,카드,Y,5.0,배달완료
ORD02564,2024-08-27 20:42:43,CUST0215,STR015,김밥,6000,1,20.0,간편결제,N,,배달완료
ORD02565,2024-09-10 13:19:57,CUST0334,STR068,불고기버거,10000,1,36.0,간편결제,N,,배달완료
ORD02566,2024-02-23 12:34:18,CUST0031,STR080,곱창,25800,1,37.0,카드,N,,배달완료
ORD02567,2024-05-25 16:29:23,CUST0046,STR060,페퍼로니피자,20800,1,42.0,간편결제,Y,,배달완료
ORD02568,2024-05-01 23:58:12,CUST0314,STR095,닭볶음탕,18700,1,32.0,카드,N,,배달완료
ORD02569,2024-03-21 11:06:02,CUST0267,STR004,족발,32300,1,33.0,카드,N,5.0,배달완료
ORD02570,2024-05-01 21:16:06,CUST0090,STR002,그릭샐러드,10900,1,51.0,현금,N,1.0,배달완료
ORD02571,2024-11-10 17:53:17,CUST0305,STR016,불고기,13000,1,24.0,현금,Y,5.0,배달완료
ORD02572,2024-08-21 19:13:52,CUST0349,STR073,라볶이,10600,2,33.0,간편결제,N,3.0,배달완료
ORD02573,2024-10-25 11:47:34,CUST0007,STR059,콤비네이션피자,25000,1,59.0,간편결제,N,,배달완료
ORD02574,2024-04-07 23:00:45,CUST0135,STR024,닭발,27300,1,20.0,카드,N,5.0,배달완료
ORD02575,2024-06-10 18:48:43,CUST0400,STR035,그릭샐러드,8800,1,15.0,간편결제,Y,,배달완료
ORD02576,2024-10-29 13:07:16,CUST0177,STR097,떡볶이,5300,1,41.0,카드,Y,4.0,배달완료
ORD02577,2024-08-28 20:21:47,CUST0330,STR082,양념치킨,24900,1,51.0,카드,Y,5.0,배달완료
ORD02578,2024-06-11 18:04:00,CUST0171,STR039,갈비탕,7300,1,58.0,카드,N,1.0,배달완료
ORD02579,2024-08-20 22:35:57,CUST0140,STR063,김밥,10600,1,34.0,카드,Y,,배달완료
ORD02580,2024-09-28 12:48:06,CUST0061,STR012,치킨버거,11600,1,19.0,간편결제,N,5.0,배달완료
ORD02581,2024-07-27 13:07:51,CUST0261,STR050,짜장면,8100,1,44.0,간편결제,Y,,배달완료
ORD02582,2024-06-02 16:26:46,CUST0347,STR052,하와이안피자,23000,1,53.0,현금,Y,4.0,배달완료
ORD02583,2024-05-17 16:02:39,CUST0301,STR035,퀴노아샐러드,8600,1,60.0,카드,Y,,취소
ORD02584,2024-11-13 21:58:45,CUST0434,STR096,마파두부,12800,1,56.0,간편결제,N,3.0,배달완료
ORD02585,2024-09-01 11:16:05,CUST0012,STR020,치킨텐더,21100,2,34.0,간편결제,Y,,취소
ORD02586,2024-09-06 13:01:57,CUST0006,STR059,페퍼로니피자,28100,1,20.0,카드,N,2.0,배달완료
ORD02587,2024-07-27 12:59:26,CUST0475,STR061,돈카츠,11500,1,21.0,현금,N,,취소
ORD02588,2024-08-27 17:43:44,CUST0421,STR072,된장찌개,14100,1,42.0,카드,N,,취소
ORD02589,2024-03-21 13:24:15,CUST0367,STR062,빅맥세트,8700,2,48.0,간편결제,N,3.0,배달완료
ORD02590,2024-12-10 18:24:26,CUST0367,STR083,짬뽕,12200,1,26.0,카드,Y,3.0,배달완료
ORD02591,2024-08-08 19:56:05,CUST0443,STR008,순살치킨,19700,1,51.0,간편결제,N,5.0,배달완료
ORD02592,2024-07-05 20:26:58,CUST0141,STR048,규동,14900,1,41.0,카드,Y,,취소
ORD02593,2024-06-12 19:57:43,CUST0086,STR018,순살치킨,24500,0,56.0,카드,N,,취소
ORD02594,2024-01-24 18:42:33,CUST0105,STR082,순살치킨,21800,3,38.0,카드,Y,3.0,배달완료
ORD02595,2024-01-26 18:43:09,CUST0269,STR049,빅맥세트,11500,1,50.0,카드,N,,배달완료
ORD02596,2024-11-10 16:41:39,CUST0469,STR035,그릭샐러드,12300,1,45.0,카드,Y,2.0,배달완료
ORD02597,2024-06-03 14:18:41,CUST0162,STR055,크로플,9300,1,39.0,카드,Y,5.0,배달완료
ORD02598,2024-10-10 18:04:51,CUST0043,STR081,닭볶음탕,32500,1,36.0,카드,N,4.0,배달완료
ORD02599,2024-02-24 19:25:08,CUST0176,STR042,연어샐러드,11300,2,15.0,카드,Y,4.0,배달완료
ORD02600,2024-03-30 21:32:04,CUST0019,STR016,불고기,14600,1,32.0,간편결제,N,3.0,배달완료
ORD02601,2024-08-13 12:45:39,CUST0342,STR023,오꼬노미야끼,-20800,1,53.0,간편결제,N,5.0,배달완료
ORD02602,2024-04-18 20:04:49,CUST0259,STR071,감자튀김,6300,1,56.0,카드,N,2.0,배달완료
ORD02603,2024-07-11 23:47:47,CUST0042,STR022,돈카츠,24000,2,29.0,간편결제,N,5.0,배달완료
ORD02604,2024-10-29 11:31:48,CUST0494,STR088,불고기피자,33600,2,54.0,카드,N,2.0,배달완료
ORD02605,2024-06-14 21:46:48,CUST0408,STR086,볶음밥,6400,1,50.0,카드,Y,,배달완료
ORD02606,2024-06-18 21:38:26,CUST0259,STR006,불고기,11000,99,24.0,카드,N,4.0,배달완료
ORD02607,2024-07-25 20:33:50,CUST0103,STR003,우동,8100,1,55.0,간편결제,N,,취소
ORD02608,2024-01-23 09:41:31,CUST0182,STR053,튀김,4200,1,36.0,현금,N,4.0,배달완료
ORD02609,2024-08-17 11:36:57,CUST0143,STR007,라볶이,8800,2,34.0,카드,N,3.0,배달완료
ORD02610,2024-01-18 12:33:52,CUST0494,STR081,오돌뼈,16200,1,40.0,현금,N,3.0,배달완료
ORD02611,2024-07-01 18:05:12,CUST0078,STR071,치킨버거,5600,3,27.0,현금,N,,배달중
ORD02612,2024-08-07 13:23:21,CUST0455,STR080,닭볶음탕,22300,2,48.0,카드,N,,배달완료
ORD02613,2024-06-14 18:41:49,CUST0230,STR097,떡볶이,3700,1,39.0,간편결제,N,4.0,배달완료
ORD02614,2024-08-15 13:11:14,CUST0111,STR059,불고기피자,22800,1,23.0,간편결제,N,2.0,배달완료
ORD02615,2024-04-29 18:51:24,CUST0342,STR042,그릭샐러드,13900,1,23.0,카드,N,3.0,배달완료
ORD02616,2024-04-19 19:13:55,CUST0489,STR075,짜장면,10200,1,56.0,카드,N,,배달완료
ORD02617,2024-06-05 19:36:11,CUST0216,STR029,짬뽕,8200,2,44.0,간편결제,Y,3.0,배달완료
ORD02618,2024-12-10 10:15:18,CUST0325,STR070,빙수,10400,2,31.0,카드,N,,배달완료
ORD02619,2024-08-23 21:05:55,CUST0253,STR056,불고기피자,21000,2,53.0,카드,N,,취소
ORD02620,2024-01-10 18:49:24,CUST0371,STR024,닭발,23100,1,29.0,현금,N,4.0,배달완료
ORD02621,2024-07-16 19:53:53,CUST0211,STR089,감자튀김,9800,1,40.0,간편결제,N,4.0,배달완료
ORD02622,2024-02-08 21:41:24,CUST0479,STR010,순살치킨,22500,2,29.0,간편결제,Y,2.0,배달완료
ORD02623,2024-02-15 19:15:47,CUST0480,STR045,라멘,11900,2,47.0,간편결제,N,,배달완료
ORD02624,2024-02-14 19:49:27,CUST0006,STR021,퀴노아샐러드,11500,2,21.0,카드,N,3.0,배달완료
ORD02625,2024-04-24 11:27:08,CUST0037,STR016,불고기,10200,1,26.0,간편결제,Y,2.0,배달완료
ORD02626,2024-02-27 18:24:26,CUST0205,STR071,와퍼세트,10600,1,38.0,간편결제,N,4.0,배달완료
ORD02627,2024-11-03 20:19:34,CUST0479,STR067,불고기버거,10900,1,39.0,간편결제,N,,취소
ORD02628,2024-09-18 20:58:19,CUST0001,STR007,김밥,4400,1,54.0,간편결제,N,3.0,배달완료
ORD02629,2024-05-04 17:25:40,CUST0491,STR006,갈비탕,10400,1,47.0,현금,N,4.0,배달완료
ORD02630,2024-01-28 13:32:15,CUST0013,STR068,빅맥세트,8900,1,22.0,간편결제,Y,,배달완료
ORD02631,2024-01-04 13:10:21,CUST0493,STR077,짜장면,10700,2,24.0,간편결제,Y,3.0,배달완료
ORD02632,2024-04-08 22:35:25,CUST0373,STR013,라멘,17500,1,31.0,현금,N,4.0,배달완료
ORD02633,2024-06-04 12:01:18,CUST0329,STR041,연어샐러드,15500,1,33.0,카드,N,5.0,배달완료
ORD02634,2024-10-03 22:44:27,CUST0236,STR072,제육볶음,8700,2,48.0,카드,N,4.0,배달완료
ORD02635,2024-01-12 20:11:45,CUST0166,STR037,불고기,9900,2,53.0,간편결제,N,3.0,배달완료
ORD02636,2024-10-09 21:43:44,CUST0351,STR016,된장찌개,8300,1,21.0,카드,N,4.0,배달완료
ORD02637,2024-01-06 09:42:22,CUST0441,STR098,그릭샐러드,10300,1,59.0,카드,Y,4.0,배달완료
ORD02638,2024-09-14 20:48:16,CUST0495,STR037,제육볶음,7200,1,24.0,카드,N,,취소
ORD02639,2024-12-06 22:59:06,CUST0414,STR017,라멘,17500,3,53.0,간편결제,N,,배달완료
ORD02640,2024-10-02 15:37:57,CUST0325,STR091,양념치킨,23800,1,58.0,간편결제,N,,배달완료
ORD02641,2024-12-09 23:43:59,CUST0124,STR036,페퍼로니피자,20500,1,19.0,카드,N,,취소
ORD02642,2024-09-11 17:26:58,CUST0035,STR090,닭가슴살샐러드,13100,3,27.0,간편결제,Y,4.0,배달완료
ORD02643,2024-03-16 18:42:52,CUST0350,STR026,오뎅,11800,2,19.0,카드,N,,배달중
ORD02644,2024-10-07 11:25:28,CUST0443,STR010,양념치킨,20300,2,38.0,간편결제,N,4.0,배달완료
ORD02645,2024-07-20 20:10:01,CUST0001,STR017,우동,21800,1,53.0,간편결제,N,4.0,배달완료
ORD02646,2024-05-19 13:56:23,CUST0430,STR032,콤비네이션피자,31900,1,36.0,간편결제,Y,3.0,배달완료
ORD02647,2024-02-10 11:52:39,CUST0259,STR089,불고기버거,9500,1,48.0,현금,N,4.0,배달완료
ORD02648,2024-09-29 20:07:37,CUST0201,STR067,치킨버거,8500,1,58.0,간편결제,N,,배달완료
ORD02649,2024-03-01 22:47:49,CUST0095,STR091,간장치킨,18100,2,25.0,간편결제,N,5.0,배달완료
ORD02650,2024-04-27 22:15:50,CUST0301,STR087,짜장면,16700,1,60.0,카드,N,4.0,배달완료
ORD02651,2024-11-20 11:43:53,CUST0211,STR077,짬뽕,13500,1,36.0,간편결제,N,4.0,배달완료
ORD02652,2024-02-24 18:38:47,CUST0455,STR051,하와이안피자,34600,1,29.0,카드,N,,취소
ORD02653,2024-05-26 23:23:23,CUST0092,STR022,돈카츠,21500,2,45.0,현금,Y,,취소
ORD02654,2024-08-14 17:18:43,CUST0354,STR082,순살치킨,20000,1,33.0,현금,N,,배달완료
ORD02655,2024-05-04 11:33:48,CUST0018,STR017,규동,11900,3,23.0,현금,N,,배달완료
ORD02656,2024-11-10 21:51:21,CUST0013,STR030,김치찌개,10400,2,33.0,간편결제,N,4.0,배달완료
ORD02657,2024-12-22 17:00:49,CUST0435,STR007,떡볶이,9000,1,46.0,간편결제,N,1.0,배달완료
ORD02658,2024-02-02 16:54:43,CUST0384,STR053,김밥,6100,1,45.0,간편결제,N,4.0,배달완료
ORD02659,2024-08-08 15:32:19,CUST0041,STR053,순대,8800,1,36.0,간편결제,Y,3.0,배달완료
ORD02660,2024-03-03 13:00:04,CUST0413,STR047,퀴노아샐러드,14500,1,37.0,카드,N,4.0,배달완료
ORD02661,2024-01-14 20:13:14,CUST0134,STR076,감자튀김,5500,3,23.0,간편결제,N,,취소
ORD02662,2024-05-12 11:08:33,CUST0140,STR037,된장찌개,14100,1,56.0,카드,N,3.0,배달완료
ORD02663,2024-11-18 13:57:36,CUST0462,STR098,포케보울,13700,99,21.0,카드,N,4.0,배달완료
ORD02664,2024-09-23 12:22:26,CUST0333,STR089,와퍼세트,10500,1,37.0,카드,N,,취소
ORD02665,2024-05-15 23:39:17,CUST0330,STR047,닭가슴살샐러드,12700,2,38.0,간편결제,Y,,배달중
ORD02666,2024-09-16 11:32:08,CUST0119,STR061,초밥세트,11200,3,48.0,카드,N,,배달완료
ORD02667,2024-04-07 22:19:37,CUST0429,STR086,마파두부,15800,1,32.0,카드,Y,3.0,배달완료
ORD02668,2024-06-09 20:06:11,CUST0220,STR054,마늘치킨,19500,1,24.0,간편결제,N,4.0,배달완료
ORD02669,2024-01-22 23:22:29,CUST0022,STR040,카페라떼,7900,1,57.0,카드,N,5.0,배달완료
ORD02670,2024-02-02 20:53:51,CUST0153,STR092,하와이안피자,28000,1,17.0,카드,N,2.0,배달완료
ORD02671,2024-04-01 11:45:32,CUST0202,STR031,오돌뼈,26000,1,50.0,카드,Y,4.0,배달완료
ORD02672,2024-05-19 19:57:23,CUST0385,STR023,라멘,24300,2,41.0,간편결제,N,2.0,배달완료
ORD02673,2024-12-16 23:43:35,CUST0296,STR054,순살치킨,18200,1,55.0,카드,N,4.0,배달완료
ORD02674,2024-11-09 13:28:54,CUST0047,STR012,치킨버거,7400,1,31.0,간편결제,Y,2.0,배달완료
ORD02675,2024-04-01 23:13:30,CUST0075,STR002,닭가슴살샐러드,12200,1,48.0,카드,N,5.0,배달완료
ORD02676,2024-07-04 18:08:27,CUST0120,STR015,오뎅,5200,2,50.0,간편결제,Y,,배달중
ORD02677,2024-05-17 12:52:10,CUST0011,STR074,불고기,14600,1,25.0,카드,N,,취소
ORD02678,2024-06-13 17:34:57,CUST0312,STR098,그릭샐러드,13300,1,25.0,간편결제,Y,3.0,배달완료
