캠페인ID,고객ID,발송일,오픈여부,클릭여부,전환여부,전환금액
CAM009,CU00406,2023-11-21,N,N,N,
CAM009,CU00718,2023-11-27,Y,N,N,
CAM010,CU00588,2023-12-22,Y,N,N,
CAM005,CU00564,2024-03-25,Y,Y,N,
CAM007,CU00117,2023-05-25,Y,N,N,
CAM005,CU00485,2024-03-18,Y,N,N,
CAM006,CU00723,2023-07-22,N,N,N,
CAM002,CU00619,2023-03-15,N,N,N,
CAM010,CU00360,2023-12-25,N,N,N,
CAM009,CU00526,2023-11-22,N,N,N,
CAM004,CU00763,2023-12-16,N,N,N,
CAM005,CU00001,2024-03-09,N,N,N,
CAM002,CU00779,2023-03-12,N,N,N,
CAM007,CU00685,2023-05-14,N,N,N,
CAM007,CU00701,2023-05-14,Y,Y,N,
CAM007,CU00284,2023-05-20,N,N,N,
CAM007,CU00476,2023-05-16,N,N,N,
CAM008,CU00313,2023-10-21,Y,N,N,
CAM004,CU00744,2023-12-27,Y,Y,N,
CAM009,CU00324,2023-11-23,N,N,N,
CAM008,CU00719,2023-10-12,N,N,N,
CAM003,CU00728,2023-09-19,N,N,N,
CAM005,CU00714,2024-03-28,Y,Y,N,
CAM006,CU00135,2023-08-09,N,N,N,
CAM003,CU00138,2023-09-26,N,N,N,
CAM009,CU00635,2023-11-27,Y,N,N,
CAM003,CU00022,2023-09-17,N,N,N,
CAM009,CU00196,2023-11-22,Y,Y,N,
CAM009,CU00508,2023-11-23,N,N,N,
CAM007,CU00031,2023-05-20,N,N,N,
CAM010,CU00365,2023-12-22,Y,N,N,
CAM003,CU00067,2023-09-17,N,N,N,
CAM005,CU00486,2024-03-29,Y,N,N,
CAM001,CU00109,2023-06-17,N,N,N,
CAM009,CU00632,2023-11-20,N,N,N,
CAM010,CU00122,2023-12-27,N,N,N,
CAM008,CU00442,2023-10-13,N,N,N,
CAM008,CU00768,2023-10-14,Y,N,N,
CAM002,CU00462,2023-03-07,Y,Y,Y,23700.0
CAM004,CU00261,2023-12-19,Y,N,N,
CAM002,CU00015,2023-03-05,Y,Y,N,
CAM004,CU00536,2023-12-09,Y,Y,N,
CAM009,CU00534,2023-11-23,Y,N,N,
CAM003,CU00297,2023-09-26,N,N,N,
CAM009,CU00045,2023-11-26,N,N,N,
CAM002,CU00561,2023-03-25,Y,Y,Y,7000.0
CAM002,CU00066,2023-03-22,Y,Y,N,
CAM003,CU00691,2023-09-24,N,N,N,
CAM003,CU00694,2023-09-18,Y,N,N,
CAM008,CU00478,2023-10-30,N,N,N,
CAM002,CU00243,2023-03-08,N,N,N,
CAM002,CU00267,2023-03-28,N,N,N,
CAM009,CU00168,2023-11-27,Y,N,N,
CAM005,CU00137,2024-03-15,Y,N,N,
CAM003,CU00565,2023-09-28,N,N,N,
CAM005,CU00387,2024-03-10,N,N,N,
CAM004,CU00343,2023-12-12,Y,Y,N,
CAM008,CU00439,2023-10-06,N,N,N,
CAM010,CU00275,2023-12-23,Y,N,N,
CAM001,CU00638,2023-06-03,N,N,N,
CAM002,CU00771,2023-03-16,N,N,N,
CAM010,CU00412,2023-12-31,N,N,N,
CAM005,CU00282,2024-03-24,N,N,N,
CAM003,CU00275,2023-09-30,Y,N,N,
CAM005,CU00207,2024-03-29,N,N,N,
CAM003,CU00145,2023-09-27,N,N,N,
CAM001,CU00063,2023-06-22,N,N,N,
CAM002,CU00578,2023-03-20,N,N,N,
CAM010,CU00405,2023-12-30,Y,N,N,
CAM009,CU00775,2023-11-24,Y,N,N,
CAM010,CU00004,2023-12-30,N,N,N,
CAM002,CU00435,2023-03-19,Y,Y,N,
CAM002,CU00521,2023-03-08,N,N,N,
CAM001,CU00443,2023-06-18,N,N,N,
CAM007,CU00479,2023-05-28,N,N,N,
CAM008,CU00281,2023-10-26,Y,Y,Y,5700.0
CAM008,CU00078,2023-10-05,N,N,N,
CAM008,CU00188,2023-10-19,Y,N,N,
CAM001,CU00639,2023-06-02,N,N,N,
CAM009,CU00330,2023-11-29,Y,N,N,
CAM010,CU00544,2024-01-01,N,N,N,
CAM003,CU00293,2023-09-17,Y,N,N,
CAM003,CU00140,2023-09-28,N,N,N,
CAM002,CU00046,2023-03-12,N,N,N,
CAM004,CU00436,2023-12-21,Y,Y,N,
CAM003,CU00129,2023-09-25,Y,N,N,
CAM001,CU00592,2023-06-12,Y,N,N,
CAM008,CU00333,2023-10-28,Y,Y,Y,24700.0
CAM005,CU00416,2024-03-28,N,N,N,
CAM009,CU00701,2023-11-29,N,N,N,
CAM007,CU00755,2023-05-07,Y,Y,N,
CAM008,CU00577,2023-10-20,Y,N,N,
CAM010,CU00402,2023-12-29,Y,N,N,
CAM007,CU00704,2023-05-22,N,N,N,
CAM008,CU00304,2023-10-26,Y,Y,Y,28600.0
CAM003,CU00649,2023-10-03,Y,N,N,
CAM003,CU00232,2023-09-23,Y,N,N,
CAM002,CU00756,2023-03-27,N,N,N,
CAM005,CU00027,2024-03-27,Y,N,N,
CAM007,CU00022,2023-05-27,Y,N,N,
CAM009,CU00296,2023-11-20,Y,N,N,
CAM007,CU00357,2023-05-12,N,N,N,
CAM007,CU00110,2023-05-13,Y,N,N,
CAM006,CU00214,2023-07-31,Y,N,N,
CAM003,CU00037,2023-10-02,N,N,N,
CAM009,CU00242,2023-11-29,Y,N,N,
CAM002,CU00477,2023-03-02,Y,Y,N,
CAM001,CU00403,2023-06-27,Y,N,N,
CAM003,CU00772,2023-10-03,N,N,N,
CAM005,CU00578,2024-03-03,Y,N,N,
CAM007,CU00782,2023-05-01,Y,N,N,
CAM005,CU00301,2024-03-06,Y,N,N,
CAM003,CU00432,2023-09-15,N,N,N,
CAM009,CU00791,2023-11-29,N,N,N,
CAM003,CU00476,2023-09-17,N,N,N,
CAM004,CU00044,2023-12-14,N,N,N,
CAM007,CU00422,2023-05-20,Y,Y,Y,36500.0
CAM005,CU00550,2024-03-03,Y,N,N,
CAM003,CU00368,2023-09-24,Y,N,N,
CAM007,CU00075,2023-05-12,N,N,N,
CAM002,CU00171,2023-03-05,Y,N,N,
CAM007,CU00224,2023-05-15,N,N,N,
CAM007,CU00095,2023-05-02,N,N,N,
CAM001,CU00722,2023-06-22,Y,N,N,
CAM002,CU00641,2023-03-08,N,N,N,
CAM001,CU00636,2023-06-13,Y,N,N,
CAM008,CU00542,2023-10-28,N,N,N,
CAM010,CU00481,2023-12-23,N,N,N,
CAM008,CU00686,2023-10-26,Y,N,N,
CAM002,CU00346,2023-03-17,N,N,N,
CAM007,CU00316,2023-05-05,N,N,N,
CAM003,CU00008,2023-09-20,N,N,N,
CAM005,CU00082,2024-03-16,N,N,N,
CAM005,CU00015,2024-03-28,Y,N,N,
CAM002,CU00390,2023-03-20,Y,Y,Y,7700.0
CAM008,CU00527,2023-10-26,N,N,N,
CAM005,CU00095,2024-03-09,N,N,N,
CAM010,CU00497,2023-12-21,N,N,N,
CAM009,CU00684,2023-11-26,N,N,N,
CAM009,CU00394,2023-11-29,Y,N,N,
CAM001,CU00534,2023-06-10,Y,N,N,
CAM009,CU00640,2023-11-28,Y,Y,N,
CAM009,CU00471,2023-11-21,N,N,N,
CAM002,CU00151,2023-03-19,N,N,N,
CAM004,CU00472,2023-12-02,N,N,N,
CAM007,CU00517,2023-05-20,N,N,N,
CAM001,CU00321,2023-06-10,Y,N,N,
CAM008,CU00451,2023-10-03,N,N,N,
CAM005,CU00220,2024-03-16,Y,N,N,
CAM008,CU00564,2023-10-14,N,N,N,
CAM009,CU00054,2023-11-24,N,N,N,
CAM002,CU00735,2023-03-29,N,N,N,
CAM007,CU00152,2023-05-18,Y,N,N,
CAM010,CU00615,2024-01-01,N,N,N,
CAM004,CU00445,2023-12-01,N,N,N,
CAM002,CU00239,2023-03-18,N,N,N,
CAM010,CU00133,2024-01-02,N,N,N,
CAM005,CU00217,2024-03-17,Y,N,N,
CAM005,CU00310,2024-03-01,N,N,N,
CAM006,CU00354,2023-08-11,Y,N,N,
CAM001,CU00674,2023-06-01,Y,N,N,
CAM009,CU00645,2023-11-27,Y,N,N,
CAM009,CU00709,2023-11-26,Y,Y,N,
CAM010,CU00248,2024-01-02,N,N,N,
CAM006,CU00063,2023-08-14,Y,Y,Y,27500.0
CAM008,CU00441,2023-10-08,N,N,N,
CAM003,CU00263,2023-09-20,N,N,N,
CAM010,CU00724,2024-01-01,N,N,N,
CAM001,CU00006,2023-06-05,N,N,N,
CAM003,CU00179,2023-09-20,Y,N,N,
CAM003,CU00083,2023-09-18,Y,N,N,
CAM002,CU00418,2023-03-04,N,N,N,
CAM010,CU00343,2023-12-24,N,N,N,
CAM002,CU00725,2023-03-12,Y,Y,N,
CAM001,CU00358,2023-06-25,N,N,N,
CAM002,CU00670,2023-03-19,Y,Y,N,
CAM007,CU00049,2023-05-02,Y,N,N,
CAM010,CU00091,2024-01-02,N,N,N,
CAM010,CU00769,2024-01-03,Y,N,N,
CAM003,CU00611,2023-10-02,N,N,N,
CAM010,CU00644,2023-12-26,N,N,N,
CAM010,CU00092,2023-12-27,Y,Y,N,
CAM007,CU00094,2023-05-18,N,N,N,
CAM010,CU00424,2023-12-29,Y,Y,N,
CAM003,CU00388,2023-09-25,N,N,N,
CAM007,CU00471,2023-05-11,Y,Y,N,
CAM007,CU00783,2023-05-20,Y,Y,Y,27900.0
CAM004,CU00499,2023-12-17,N,N,N,
CAM009,CU00100,2023-11-26,N,N,N,
CAM001,CU00734,2023-06-04,N,N,N,
CAM009,CU00710,2023-11-24,Y,N,N,
CAM010,CU00144,2023-12-24,N,N,N,
CAM002,CU00622,2023-03-26,N,N,N,
CAM002,CU00434,2023-03-16,Y,N,N,
CAM009,CU00213,2023-11-28,N,N,N,
CAM008,CU00421,2023-10-12,N,N,N,
CAM010,CU00661,2023-12-29,N,N,N,
CAM004,CU00788,2023-12-04,N,N,N,
CAM003,CU00186,2023-09-23,Y,N,N,
CAM008,CU00174,2023-10-08,N,N,N,
CAM007,CU00228,2023-05-03,Y,N,N,
CAM002,CU00371,2023-03-07,Y,N,N,
CAM009,CU00723,2023-11-20,N,N,N,
CAM001,CU00446,2023-06-03,Y,Y,N,
CAM006,CU00280,2023-07-30,N,N,N,
CAM009,CU00464,2023-11-23,Y,N,N,
CAM005,CU00125,2024-03-04,N,N,N,
CAM007,CU00664,2023-05-08,Y,N,N,
CAM010,CU00126,2023-12-29,N,N,N,
CAM009,CU00384,2023-11-21,Y,N,N,
CAM007,CU00176,2023-05-13,Y,N,N,
CAM006,CU00024,2023-08-14,N,N,N,
CAM005,CU00474,2024-03-20,Y,N,N,
CAM007,CU00584,2023-05-17,N,N,N,
CAM003,CU00450,2023-09-20,N,N,N,
CAM009,CU00631,2023-11-28,Y,N,N,
CAM002,CU00717,2023-03-29,N,N,N,
CAM003,CU00126,2023-09-17,Y,Y,N,
CAM010,CU00383,2024-01-03,N,N,N,
CAM007,CU00238,2023-05-30,Y,N,N,
CAM010,CU00551,2023-12-21,N,N,N,
CAM002,CU00572,2023-03-29,N,N,N,
CAM010,CU00535,2023-12-27,Y,Y,Y,5800.0
CAM004,CU00397,2023-12-24,Y,Y,N,
CAM004,CU00487,2023-12-14,N,N,N,
CAM004,CU00317,2023-12-10,Y,N,N,
CAM009,CU00494,2023-11-22,Y,N,N,
CAM004,CU00357,2023-12-23,Y,N,N,
CAM010,CU00465,2024-01-01,N,N,N,
CAM004,CU00623,2023-12-09,Y,N,N,
CAM010,CU00222,2023-12-22,Y,N,N,
CAM008,CU00793,2023-10-09,N,N,N,
CAM005,CU00290,2024-03-25,N,N,N,
CAM001,CU00726,2023-06-15,Y,N,N,
CAM005,CU00382,2024-03-14,N,N,N,
CAM003,CU00276,2023-09-16,N,N,N,
CAM009,CU00035,2023-11-22,Y,N,N,
CAM008,CU00311,2023-10-24,N,N,N,
CAM010,CU00586,2024-01-03,N,N,N,
CAM003,CU00288,2023-09-23,N,N,N,
CAM005,CU00444,2024-03-01,N,N,N,
CAM008,CU00620,2023-10-04,N,N,N,
CAM005,CU00442,2024-03-16,N,N,N,
CAM007,CU00273,2023-05-26,N,N,N,
CAM001,CU00651,2023-06-21,N,N,N,
CAM010,CU00625,2023-12-21,Y,N,N,
CAM007,CU00220,2023-05-03,Y,N,N,
CAM009,CU00293,2023-11-26,N,N,N,
CAM009,CU00319,2023-11-25,Y,N,N,
CAM001,CU00107,2023-06-24,Y,N,N,
CAM001,CU00262,2023-06-18,N,N,N,
CAM004,CU00433,2023-12-20,N,N,N,
CAM004,CU00058,2023-12-30,N,N,N,
CAM005,CU00706,2024-03-20,N,N,N,
CAM002,CU00144,2023-03-12,N,N,N,
CAM002,CU00338,2023-03-17,N,N,N,
CAM005,CU00780,2024-03-06,N,N,N,
CAM009,CU00024,2023-11-22,Y,Y,Y,29200.0
CAM006,CU00302,2023-07-25,N,N,N,
CAM006,CU00009,2023-08-08,Y,N,N,
CAM002,CU00128,2023-03-02,N,N,N,
CAM004,CU00762,2023-12-12,N,N,N,
CAM007,CU00450,2023-05-21,Y,Y,Y,28000.0
CAM008,CU00404,2023-10-14,Y,N,N,
CAM005,CU00512,2024-03-03,Y,N,N,
CAM009,CU00105,2023-11-29,Y,N,N,
CAM010,CU00723,2023-12-28,N,N,N,
CAM006,CU00018,2023-08-14,Y,Y,N,
CAM008,CU00747,2023-10-23,N,N,N,
CAM010,CU00093,2023-12-30,Y,N,N,
CAM009,CU00527,2023-11-23,N,N,N,
CAM002,CU00426,2023-03-25,Y,Y,N,
CAM007,CU00579,2023-05-27,N,N,N,
CAM004,CU00462,2023-12-27,N,N,N,
CAM008,CU00588,2023-10-03,Y,N,N,
CAM006,CU00303,2023-07-24,N,N,N,
CAM003,CU00176,2023-09-30,N,N,N,
CAM010,CU00425,2024-01-04,N,N,N,
CAM010,CU00414,2024-01-03,Y,Y,N,
CAM002,CU00308,2023-03-30,Y,N,N,
CAM007,CU00495,2023-05-22,N,N,N,
CAM010,CU00479,2023-12-22,N,N,N,
CAM005,CU00739,2024-03-05,N,N,N,
CAM001,CU00336,2023-06-15,N,N,N,
CAM005,CU00401,2024-03-09,N,N,N,
CAM009,CU00686,2023-11-26,Y,N,N,
CAM004,CU00533,2023-12-25,N,N,N,
CAM006,CU00402,2023-08-01,Y,N,N,
CAM005,CU00038,2024-03-19,N,N,N,
CAM007,CU00170,2023-05-05,N,N,N,
CAM005,CU00303,2024-03-26,N,N,N,
CAM002,CU00611,2023-03-21,Y,N,N,
CAM010,CU00199,2024-01-03,N,N,N,
CAM007,CU00153,2023-05-26,Y,N,N,
CAM007,CU00222,2023-05-21,Y,Y,N,
CAM010,CU00541,2023-12-31,N,N,N,
CAM005,CU00415,2024-03-19,Y,Y,N,
CAM008,CU00156,2023-10-27,Y,N,N,
CAM002,CU00772,2023-03-05,Y,Y,N,
CAM005,CU00680,2024-03-16,N,N,N,
CAM005,CU00013,2024-03-07,N,N,N,
CAM008,CU00137,2023-10-10,Y,Y,N,
CAM009,CU00765,2023-11-26,Y,N,N,
CAM001,CU00424,2023-06-05,N,N,N,
CAM004,CU00020,2023-12-01,Y,N,N,
CAM005,CU00665,2024-03-12,N,N,N,
CAM004,CU00531,2023-12-01,N,N,N,
CAM007,CU00053,2023-05-14,N,N,N,
CAM010,CU00026,2023-12-27,Y,Y,Y,38800.0
CAM008,CU00397,2023-10-10,N,N,N,
CAM008,CU00343,2023-10-02,Y,N,N,
CAM002,CU00258,2023-03-12,Y,N,N,
CAM005,CU00312,2024-03-08,N,N,N,
CAM009,CU00601,2023-11-25,Y,N,N,
CAM007,CU00547,2023-05-07,Y,N,N,
CAM009,CU00059,2023-11-27,N,N,N,
CAM001,CU00135,2023-06-16,Y,Y,N,
CAM003,CU00403,2023-09-16,Y,N,N,
CAM009,CU00263,2023-11-20,Y,N,N,
CAM002,CU00479,2023-03-17,N,N,N,
CAM006,CU00799,2023-07-31,Y,N,N,
CAM007,CU00515,2023-05-17,N,N,N,
CAM009,CU00139,2023-11-23,N,N,N,
CAM005,CU00703,2024-03-13,N,N,N,
CAM008,CU00356,2023-10-16,N,N,N,
CAM001,CU00158,2023-06-21,Y,N,N,
CAM010,CU00035,2023-12-26,Y,Y,Y,36500.0
CAM008,CU00771,2023-10-03,N,N,N,
CAM007,CU00038,2023-05-08,N,N,N,
CAM001,CU00444,2023-06-09,Y,N,N,
CAM002,CU00466,2023-03-03,Y,N,N,
CAM002,CU00146,2023-03-06,Y,Y,N,
CAM001,CU00601,2023-06-11,Y,Y,N,
CAM009,CU00202,2023-11-27,Y,N,N,
CAM001,CU00058,2023-06-20,Y,N,N,
CAM009,CU00727,2023-11-21,Y,Y,N,
CAM003,CU00708,2023-09-15,N,N,N,
CAM007,CU00566,2023-05-23,Y,N,N,
CAM004,CU00063,2023-12-15,N,N,N,
CAM005,CU00149,2024-03-01,N,N,N,
CAM005,CU00062,2024-03-26,N,N,N,
CAM010,CU00415,2024-01-02,N,N,N,
CAM005,CU00275,2024-03-09,N,N,N,
CAM010,CU00581,2023-12-21,Y,N,N,
CAM004,CU00527,2023-12-20,N,N,N,
CAM005,CU00599,2024-03-12,N,N,N,
CAM009,CU00770,2023-11-23,N,N,N,
CAM007,CU00683,2023-05-17,N,N,N,
CAM010,CU00517,2023-12-23,N,N,N,
CAM005,CU00132,2024-03-11,N,N,N,
CAM003,CU00454,2023-09-22,N,N,N,
CAM005,CU00319,2024-03-17,N,N,N,
CAM007,CU00464,2023-05-08,N,N,N,
CAM002,CU00112,2023-03-15,N,N,N,
CAM001,CU00359,2023-06-17,N,N,N,
CAM006,CU00473,2023-07-30,N,N,N,
CAM002,CU00114,2023-03-21,N,N,N,
CAM010,CU00767,2023-12-29,N,N,N,
CAM008,CU00474,2023-10-26,Y,N,N,
CAM010,CU00072,2024-01-01,N,N,N,
CAM005,CU00356,2024-03-27,N,N,N,
CAM009,CU00167,2023-11-20,Y,N,N,
CAM009,CU00782,2023-11-26,Y,Y,N,
CAM009,CU00789,2023-11-22,N,N,N,
CAM009,CU00506,2023-11-29,N,N,N,
CAM004,CU00737,2023-12-05,N,N,N,
CAM010,CU00233,2023-12-26,N,N,N,
CAM007,CU00048,2023-05-27,N,N,N,
CAM004,CU00270,2023-12-20,N,N,N,
CAM005,CU00419,2024-03-26,N,N,N,
CAM003,CU00314,2023-10-03,N,N,N,
CAM009,CU00226,2023-11-28,N,N,N,
CAM010,CU00243,2024-01-02,N,N,N,
CAM005,CU00197,2024-03-25,Y,N,N,
CAM010,CU00157,2024-01-04,N,N,N,
CAM009,CU00547,2023-11-24,N,N,N,
CAM005,CU00547,2024-03-21,Y,Y,N,
CAM002,CU00287,2023-03-04,Y,N,N,
CAM002,CU00460,2023-03-01,N,N,N,
CAM004,CU00409,2023-12-30,N,N,N,
CAM010,CU00325,2023-12-30,N,N,N,
CAM010,CU00758,2023-12-27,Y,N,N,
CAM002,CU00536,2023-03-11,N,N,N,
CAM002,CU00776,2023-03-20,Y,N,N,
CAM004,CU00557,2023-12-27,Y,N,N,
CAM004,CU00108,2023-12-24,Y,N,N,
CAM002,CU00615,2023-03-25,Y,Y,Y,13600.0
CAM009,CU00566,2023-11-28,Y,N,N,
CAM004,CU00687,2023-12-30,Y,N,N,
CAM005,CU00081,2024-03-26,Y,N,N,
CAM003,CU00208,2023-09-26,Y,N,N,
CAM007,CU00235,2023-05-08,Y,N,N,
CAM007,CU00218,2023-05-20,Y,N,N,
CAM004,CU00074,2023-12-05,Y,Y,N,
CAM004,CU00235,2023-12-05,Y,N,N,
CAM004,CU00149,2023-12-29,Y,Y,Y,46600.0
CAM009,CU00136,2023-11-22,Y,N,N,
CAM007,CU00519,2023-05-07,Y,N,N,
CAM009,CU00543,2023-11-23,Y,N,N,
CAM004,CU00412,2023-12-29,Y,N,N,
CAM009,CU00089,2023-11-24,N,N,N,
CAM006,CU00767,2023-07-15,N,N,N,
CAM004,CU00725,2023-12-13,Y,Y,N,
CAM005,CU00495,2024-03-27,Y,N,N,
CAM004,CU00428,2023-12-02,N,N,N,
CAM010,CU00307,2023-12-24,N,N,N,
CAM010,CU00381,2023-12-20,N,N,N,
CAM009,CU00217,2023-11-21,N,N,N,
CAM005,CU00239,2024-03-26,Y,N,N,
CAM003,CU00682,2023-09-22,N,N,N,
CAM002,CU00351,2023-03-04,N,N,N,
CAM007,CU00014,2023-05-07,Y,Y,N,
CAM008,CU00413,2023-10-01,N,N,N,
CAM005,CU00225,2024-03-04,N,N,N,
CAM007,CU00200,2023-05-15,Y,Y,N,
CAM007,CU00105,2023-05-22,Y,Y,N,
CAM007,CU00026,2023-05-23,Y,N,N,
CAM005,CU00273,2024-03-18,N,N,N,
CAM009,CU00762,2023-11-27,N,N,N,
CAM009,CU00515,2023-11-29,Y,N,N,
CAM005,CU00398,2024-03-11,Y,N,N,
CAM004,CU00374,2023-12-15,N,N,N,
CAM007,CU00737,2023-05-27,Y,N,N,
CAM003,CU00317,2023-09-29,Y,N,N,
CAM002,CU00721,2023-03-19,N,N,N,
CAM009,CU00751,2023-11-27,Y,Y,N,
CAM005,CU00763,2024-03-22,N,N,N,
CAM007,CU00443,2023-05-30,N,N,N,
CAM010,CU00629,2023-12-25,N,N,N,
CAM009,CU00316,2023-11-22,Y,Y,N,
CAM007,CU00789,2023-05-11,N,N,N,
CAM005,CU00378,2024-03-04,Y,N,N,
CAM005,CU00146,2024-03-17,Y,Y,N,
CAM001,CU00104,2023-06-08,N,N,N,
CAM003,CU00522,2023-09-16,Y,N,N,
CAM002,CU00652,2023-03-05,N,N,N,
CAM009,CU00391,2023-11-26,N,N,N,
CAM007,CU00536,2023-05-07,N,N,N,
CAM003,CU00435,2023-09-22,N,N,N,
CAM010,CU00442,2024-01-04,N,N,N,
CAM010,CU00638,2023-12-27,N,N,N,
CAM004,CU00726,2023-12-30,N,N,N,
CAM008,CU00746,2023-10-19,Y,Y,N,
CAM009,CU00288,2023-11-24,Y,N,N,
CAM005,CU00121,2024-03-04,N,N,N,
CAM003,CU00105,2023-09-26,N,N,N,
CAM001,CU00136,2023-06-06,Y,N,N,
CAM002,CU00034,2023-03-24,N,N,N,
CAM008,CU00063,2023-10-29,N,N,N,
CAM003,CU00086,2023-09-26,Y,N,N,
CAM002,CU00165,2023-03-18,N,N,N,
CAM008,CU00255,2023-10-22,Y,Y,N,
CAM010,CU00492,2024-01-04,Y,N,N,
CAM009,CU00668,2023-11-23,Y,Y,N,
CAM003,CU00783,2023-09-20,Y,N,N,
CAM007,CU00212,2023-05-30,Y,N,N,
CAM004,CU00754,2023-12-14,N,N,N,
CAM007,CU00598,2023-05-27,Y,N,N,
CAM010,CU00115,2023-12-31,N,N,N,
CAM003,CU00724,2023-09-19,Y,N,N,
CAM005,CU00561,2024-03-27,N,N,N,
CAM007,CU00295,2023-05-02,N,N,N,
CAM005,CU00191,2024-03-01,Y,N,N,
CAM007,CU00766,2023-05-02,N,N,N,
CAM006,CU00017,2023-07-27,Y,N,N,
CAM003,CU00575,2023-09-27,N,N,N,
CAM005,CU00434,2024-03-06,N,N,N,
CAM010,CU00269,2024-01-04,Y,N,N,
CAM007,CU00143,2023-05-05,Y,Y,N,
CAM002,CU00309,2023-03-14,Y,N,N,
CAM009,CU00442,2023-11-26,N,N,N,
CAM009,CU00122,2023-11-21,N,N,N,
CAM008,CU00521,2023-10-02,Y,N,N,
CAM002,CU00724,2023-03-17,N,N,N,
CAM005,CU00256,2024-03-16,N,N,N,
CAM001,CU00426,2023-06-21,N,N,N,
CAM006,CU00143,2023-08-10,Y,N,N,
CAM009,CU00622,2023-11-29,N,N,N,
CAM006,CU00386,2023-08-04,N,N,N,
CAM008,CU00764,2023-10-15,Y,Y,N,
CAM007,CU00436,2023-05-22,N,N,N,
CAM009,CU00126,2023-11-23,Y,Y,N,
CAM005,CU00734,2024-03-19,Y,N,N,
CAM002,CU00036,2023-03-03,Y,N,N,
CAM007,CU00605,2023-05-13,Y,Y,N,
CAM002,CU00443,2023-03-28,N,N,N,
CAM005,CU00566,2024-03-12,Y,N,N,
CAM002,CU00054,2023-03-03,N,N,N,
CAM007,CU00694,2023-05-07,N,N,N,
CAM004,CU00761,2023-12-08,N,N,N,
CAM004,CU00707,2023-12-04,N,N,N,
CAM009,CU00778,2023-11-26,Y,Y,Y,8100.0
CAM004,CU00508,2023-12-19,N,N,N,
CAM007,CU00743,2023-05-04,N,N,N,
CAM006,CU00391,2023-07-19,Y,N,N,
CAM004,CU00215,2023-12-06,N,N,N,
CAM004,CU00296,2023-12-30,Y,N,N,
CAM007,CU00458,2023-05-11,Y,N,N,
CAM001,CU00653,2023-06-14,Y,N,N,
CAM006,CU00648,2023-07-16,Y,Y,N,
CAM004,CU00079,2023-12-07,N,N,N,
CAM009,CU00776,2023-11-28,N,N,N,
CAM002,CU00430,2023-03-15,Y,N,N,
CAM002,CU00360,2023-03-15,Y,N,N,
CAM007,CU00494,2023-05-08,N,N,N,
CAM002,CU00310,2023-03-08,Y,N,N,
CAM007,CU00194,2023-05-19,Y,N,N,
CAM002,CU00563,2023-03-17,N,N,N,
CAM003,CU00251,2023-09-21,Y,N,N,
CAM003,CU00590,2023-09-20,N,N,N,
CAM002,CU00582,2023-03-21,Y,N,N,
CAM010,CU00408,2023-12-27,Y,Y,Y,6700.0
CAM007,CU00187,2023-05-02,N,N,N,
CAM010,CU00508,2024-01-03,Y,N,N,
CAM007,CU00088,2023-05-30,N,N,N,
CAM010,CU00474,2023-12-29,Y,N,N,
CAM003,CU00416,2023-09-30,N,N,N,
CAM004,CU00111,2023-12-18,N,N,N,
CAM010,CU00180,2023-12-27,N,N,N,
CAM009,CU00497,2023-11-26,Y,N,N,
CAM002,CU00515,2023-03-19,Y,N,N,
CAM009,CU00093,2023-11-22,N,N,N,
CAM003,CU00148,2023-09-23,N,N,N,
CAM007,CU00239,2023-05-25,Y,Y,N,
CAM003,CU00651,2023-09-15,Y,Y,N,
CAM005,CU00313,2024-03-26,N,N,N,
CAM001,CU00183,2023-06-27,N,N,N,
CAM001,CU00384,2023-06-22,N,N,N,
CAM005,CU00148,2024-03-20,Y,N,N,
CAM007,CU00171,2023-05-23,Y,Y,N,
CAM007,CU00296,2023-05-20,N,N,N,
CAM002,CU00687,2023-03-16,Y,Y,N,
CAM004,CU00581,2023-12-23,N,N,N,
CAM010,CU00326,2023-12-20,N,N,N,
CAM010,CU00238,2024-01-04,N,N,N,
CAM003,CU00071,2023-09-20,Y,N,N,
CAM007,CU00060,2023-05-30,Y,N,N,
CAM009,CU00144,2023-11-21,N,N,N,
CAM003,CU00445,2023-09-30,Y,Y,N,
CAM008,CU00242,2023-10-13,N,N,N,
CAM009,CU00573,2023-11-23,N,N,N,
CAM005,CU00258,2024-03-24,Y,N,N,
CAM005,CU00503,2024-03-05,Y,N,N,
CAM009,CU00496,2023-11-28,N,N,N,
CAM007,CU00706,2023-05-23,N,N,N,
CAM001,CU00316,2023-06-02,Y,N,N,
CAM002,CU00610,2023-03-27,N,N,N,
CAM007,CU00002,2023-05-07,N,N,N,
CAM009,CU00729,2023-11-25,N,N,N,
CAM004,CU00059,2023-12-25,Y,N,N,
CAM008,CU00392,2023-10-04,N,N,N,
CAM004,CU00243,2023-12-24,N,N,N,
CAM006,CU00225,2023-07-24,Y,N,N,
CAM004,CU00148,2023-12-01,Y,Y,N,
CAM008,CU00309,2023-10-14,N,N,N,
CAM007,CU00343,2023-05-21,N,N,N,
CAM009,CU00583,2023-11-25,Y,N,N,
CAM008,CU00374,2023-10-01,Y,N,N,
CAM006,CU00180,2023-08-11,N,N,N,
CAM001,CU00794,2023-06-05,Y,Y,N,
CAM006,CU00076,2023-08-13,Y,N,N,
CAM007,CU00800,2023-05-18,N,N,N,
CAM002,CU00655,2023-03-15,N,N,N,
CAM007,CU00373,2023-05-17,N,N,N,
