고객ID,연월,이용횟수,이용시간(분)
CU00654,2023-03,11.0,119.0
CU00654,2023-05,17.0,541.0
CU00654,2023-06,13.0,458.0
CU00654,2023-07,16.0,197.0
CU00654,2023-08,14.0,281.0
CU00654,2023-09,20.0,311.0
CU00654,2023-10,14.0,343.0
CU00654,2023-11,14.0,466.0
CU00654,2023-12,17.0,677.0
CU00656,2023-01,19.0,511.0
CU00656,2023-02,19.0,691.0
CU00656,2023-03,20.0,554.0
CU00656,2023-04,16.0,468.0
CU00656,2023-05,17.0,482.0
CU00656,2023-06,9.0,236.0
CU00656,2023-07,8.0,170.0
CU00656,2023-08,12.0,442.0
CU00656,2023-09,,705.0
CU00656,2023-10,14.0,313.0
CU00656,2023-11,14.0,185.0
CU00656,2023-12,13.0,221.0
CU00657,2023-01,4.0,101.0
CU00657,2023-02,4.0,103.0
CU00657,2023-03,5.0,112.0
CU00657,2023-04,13.0,152.0
CU00657,2023-05,12.0,231.0
CU00657,2023-06,11.0,354.0
CU00657,2023-08,1.0,35.0
CU00657,2023-09,3.0,57.0
CU00657,2023-10,,16.0
CU00657,2023-11,6.0,158.0
CU00657,2023-12,5.0,120.0
CU00658,2023-01,9.0,242.0
CU00658,2023-02,15.0,555.0
CU00658,2023-03,11.0,270.0
CU00658,2023-04,16.0,371.0
CU00658,2023-05,13.0,419.0
CU00658,2023-06,12.0,438.0
CU00658,2023-07,17.0,437.0
CU00658,2023-08,18.0,543.0
CU00658,2023-10,11.0,440.0
CU00658,2023-11,14.0,408.0
CU00658,2023-12,15.0,556.0
CU00659,2023-07,4.0,80.0
CU00659,2023-08,6.0,214.0
CU00659,2023-09,2.0,50.0
CU00659,2023-10,4.0,89.0
CU00659,2023-11,4.0,157.0
CU00659,2023-12,2.0,82.0
CU00660,2023-07,18.0,504.0
CU00660,2023-08,12.0,238.0
CU00660,2023-09,14.0,314.0
CU00660,2023-10,16.0,
CU00660,2023-12,11.0,285.0
CU00662,2023-01,14.0,246.0
CU00662,2023-02,13.0,196.0
CU00662,2023-03,17.0,192.0
CU00662,2023-04,17.0,312.0
CU00662,2023-05,6.0,167.0
CU00662,2023-06,10.0,252.0
CU00662,2023-07,10.0,373.0
CU00662,2023-08,14.0,402.0
CU00662,2023-09,16.0,173.0
CU00662,2023-10,15.0,262.0
CU00662,2023-11,15.0,476.0
CU00662,2023-12,15.0,360.0
CU00664,2023-01,13.0,327.0
CU00664,2023-02,14.0,354.0
CU00664,2023-03,21.0,675.0
CU00664,2023-05,15.0,495.0
CU00664,2023-06,21.0,746.0
CU00664,2023-07,13.0,504.0
CU00664,2023-08,18.0,454.0
CU00664,2023-09,8.0,
CU00664,2023-10,,455.0
CU00664,2023-11,10.0,198.0
CU00664,2023-12,15.0,407.0
CU00665,2023-01,8.0,107.0
CU00665,2023-02,14.0,567.0
CU00665,2023-03,,459.0
CU00665,2023-04,14.0,470.0
CU00665,2023-05,23.0,792.0
CU00665,2023-06,14.0,510.0
CU00665,2023-07,11.0,279.0
CU00665,2023-08,16.0,228.0
CU00665,2023-09,19.0,307.0
CU00665,2023-10,16.0,292.0
CU00665,2023-11,11.0,388.0
CU00665,2023-12,16.0,462.0
CU00666,2023-08,9.0,127.0
CU00666,2023-09,26.0,873.0
CU00666,2023-12,13.0,459.0
CU00667,2023-05,19.0,518.0
CU00667,2023-06,15.0,295.0
CU00667,2023-07,13.0,392.0
CU00667,2023-08,21.0,625.0
CU00667,2023-09,19.0,457.0
CU00667,2023-10,21.0,576.0
CU00667,2023-11,,
CU00667,2023-12,9.0,198.0
CU00668,2023-08,9.0,139.0
CU00668,2023-09,4.0,145.0
CU00668,2023-10,5.0,165.0
CU00668,2023-11,5.0,123.0
CU00668,2023-12,3.0,102.0
CU00670,2023-01,13.0,168.0
CU00670,2023-02,17.0,385.0
CU00670,2023-03,12.0,394.0
CU00670,2023-04,15.0,322.0
CU00670,2023-05,15.0,479.0
CU00670,2023-06,16.0,176.0
CU00670,2023-07,15.0,579.0
CU00670,2023-08,13.0,231.0
CU00670,2023-09,13.0,225.0
CU00670,2023-10,20.0,356.0
CU00670,2023-11,15.0,473.0
CU00670,2023-12,9.0,375.0
CU00671,2023-01,4.0,88.0
CU00671,2023-02,4.0,101.0
CU00671,2023-03,4.0,129.0
CU00671,2023-04,6.0,243.0
CU00671,2023-05,6.0,178.0
CU00671,2023-07,4.0,130.0
CU00671,2023-08,2.0,36.0
CU00671,2023-09,3.0,57.0
CU00672,2023-01,3.0,69.0
CU00672,2023-02,4.0,44.0
CU00672,2023-03,2.0,41.0
CU00672,2023-04,4.0,111.0
CU00672,2023-05,2.0,75.0
CU00674,2023-12,18.0,310.0
CU00676,2023-01,14.0,416.0
CU00676,2023-02,15.0,361.0
CU00676,2023-03,18.0,579.0
CU00676,2023-04,21.0,795.0
CU00676,2023-05,15.0,509.0
CU00676,2023-06,15.0,315.0
CU00676,2023-07,16.0,536.0
CU00676,2023-08,15.0,334.0
CU00676,2023-09,14.0,
CU00676,2023-10,,246.0
CU00676,2023-11,10.0,159.0
CU00676,2023-12,24.0,512.0
CU00677,2023-01,14.0,165.0
CU00677,2023-02,22.0,801.0
CU00677,2023-03,19.0,
CU00677,2023-04,18.0,265.0
CU00677,2023-05,13.0,306.0
CU00677,2023-06,16.0,472.0
CU00677,2023-07,15.0,199.0
CU00677,2023-08,15.0,279.0
CU00677,2023-09,15.0,428.0
CU00677,2023-10,17.0,625.0
CU00677,2023-11,18.0,197.0
CU00677,2023-12,19.0,428.0
CU00678,2023-01,9.0,157.0
CU00678,2023-02,14.0,371.0
CU00678,2023-03,4.0,54.0
CU00678,2023-04,4.0,156.0
CU00678,2023-05,3.0,61.0
CU00678,2023-06,,77.0
CU00678,2023-07,8.0,101.0
CU00678,2023-08,5.0,165.0
CU00678,2023-09,6.0,239.0
CU00678,2023-10,4.0,44.0
CU00678,2023-11,5.0,155.0
CU00679,2023-01,8.0,309.0
CU00679,2023-02,5.0,53.0
CU00679,2023-03,5.0,188.0
CU00679,2023-04,5.0,156.0
CU00679,2023-05,5.0,107.0
CU00679,2023-06,4.0,65.0
CU00679,2023-07,3.0,138.0
CU00679,2023-08,,96.0
CU00679,2023-09,3.0,28.0
CU00679,2023-10,4.0,45.0
CU00679,2023-11,2.0,61.0
CU00679,2023-12,4.0,44.0
CU00680,2023-01,14.0,252.0
CU00680,2023-02,13.0,292.0
CU00680,2023-03,13.0,391.0
CU00680,2023-04,10.0,342.0
CU00680,2023-05,13.0,134.0
CU00680,2023-07,16.0,427.0
CU00680,2023-08,19.0,323.0
CU00680,2023-09,17.0,431.0
CU00680,2023-10,16.0,617.0
CU00680,2023-11,17.0,295.0
CU00680,2023-12,29.0,706.0
CU00681,2023-01,11.0,396.0
CU00681,2023-03,22.0,296.0
CU00681,2023-04,19.0,439.0
CU00681,2023-05,21.0,437.0
CU00681,2023-06,15.0,207.0
CU00681,2023-07,14.0,478.0
CU00681,2023-08,17.0,190.0
CU00681,2023-09,17.0,487.0
CU00681,2023-10,22.0,202.0
CU00681,2023-11,17.0,407.0
CU00683,2023-01,14.0,383.0
CU00683,2023-02,16.0,396.0
CU00683,2023-03,16.0,610.0
CU00683,2023-04,12.0,392.0
CU00683,2023-05,16.0,470.0
CU00683,2023-06,19.0,408.0
CU00683,2023-07,10.0,110.0
CU00683,2023-08,16.0,572.0
CU00683,2023-09,18.0,306.0
CU00683,2023-10,12.0,140.0
CU00683,2023-11,11.0,400.0
CU00683,2023-12,13.0,278.0
CU00686,2023-01,5.0,56.0
CU00686,2023-02,5.0,93.0
CU00686,2023-03,4.0,135.0
CU00686,2023-04,5.0,195.0
CU00688,2023-01,16.0,308.0
CU00688,2023-03,14.0,460.0
CU00688,2023-04,12.0,154.0
CU00688,2023-05,12.0,392.0
CU00688,2023-06,22.0,328.0
CU00688,2023-08,12.0,326.0
CU00688,2023-09,23.0,756.0
CU00688,2023-10,18.0,688.0
CU00688,2023-11,20.0,317.0
CU00688,2023-12,15.0,
CU00689,2023-01,12.0,436.0
CU00689,2023-02,20.0,520.0
CU00689,2023-03,23.0,338.0
CU00689,2023-04,13.0,486.0
CU00689,2023-05,14.0,214.0
CU00689,2023-06,23.0,377.0
CU00689,2023-07,12.0,190.0
CU00689,2023-08,16.0,408.0
CU00689,2023-09,10.0,152.0
CU00689,2023-10,17.0,337.0
CU00689,2023-11,16.0,253.0
CU00689,2023-12,16.0,279.0
CU00690,2023-07,3.0,76.0
CU00690,2023-08,5.0,109.0
CU00690,2023-09,8.0,283.0
CU00690,2023-10,1.0,41.0
CU00690,2023-11,6.0,105.0
CU00690,2023-12,2.0,74.0
CU00691,2023-01,13.0,429.0
CU00691,2023-02,6.0,94.0
CU00691,2023-03,4.0,43.0
CU00691,2023-04,4.0,141.0
CU00691,2023-05,10.0,358.0
CU00691,2023-06,4.0,91.0
CU00691,2023-07,3.0,107.0
CU00691,2023-08,2.0,46.0
CU00691,2023-09,2.0,25.0
CU00691,2023-10,5.0,59.0
CU00691,2023-11,1.0,30.0
CU00691,2023-12,5.0,113.0
CU00692,2023-01,18.0,480.0
CU00692,2023-02,14.0,160.0
CU00692,2023-03,7.0,122.0
CU00692,2023-04,11.0,337.0
CU00692,2023-05,20.0,637.0
CU00692,2023-06,21.0,267.0
CU00692,2023-07,9.0,139.0
CU00692,2023-08,13.0,438.0
CU00692,2023-09,15.0,332.0
CU00692,2023-10,14.0,369.0
CU00692,2023-11,13.0,139.0
CU00692,2023-12,15.0,430.0
CU00695,2023-10,4.0,150.0
CU00695,2023-11,2.0,54.0
CU00695,2023-12,2.0,71.0
CU00697,2023-06,5.0,105.0
CU00697,2023-07,5.0,172.0
CU00697,2023-08,6.0,76.0
CU00697,2023-09,4.0,91.0
CU00697,2023-10,5.0,90.0
CU00697,2023-12,6.0,236.0
CU00699,2023-04,13.0,261.0
CU00699,2023-05,13.0,221.0
CU00699,2023-07,15.0,465.0
CU00699,2023-08,15.0,506.0
CU00699,2023-09,14.0,379.0
CU00699,2023-10,11.0,425.0
CU00699,2023-11,15.0,153.0
CU00699,2023-12,17.0,607.0
CU00701,2023-02,12.0,
CU00701,2023-03,18.0,700.0
CU00701,2023-04,17.0,677.0
CU00701,2023-05,13.0,153.0
CU00701,2023-06,14.0,497.0
CU00701,2023-07,19.0,376.0
CU00701,2023-08,16.0,467.0
CU00701,2023-09,16.0,558.0
CU00701,2023-10,20.0,234.0
CU00701,2023-11,10.0,350.0
CU00701,2023-12,19.0,540.0
CU00703,2023-01,,202.0
CU00703,2023-02,5.0,68.0
CU00703,2023-03,4.0,115.0
CU00703,2023-04,4.0,38.0
CU00703,2023-05,4.0,139.0
CU00703,2023-06,5.0,80.0
CU00703,2023-07,4.0,145.0
CU00703,2023-08,7.0,139.0
CU00703,2023-09,2.0,67.0
CU00703,2023-10,6.0,78.0
CU00703,2023-11,3.0,78.0
CU00705,2023-06,22.0,571.0
CU00705,2023-07,19.0,427.0
CU00705,2023-08,16.0,309.0
CU00705,2023-09,13.0,497.0
CU00705,2023-10,22.0,298.0
CU00705,2023-11,22.0,512.0
CU00705,2023-12,12.0,403.0
CU00706,2023-01,17.0,300.0
CU00706,2023-02,,275.0
CU00706,2023-03,14.0,508.0
CU00706,2023-04,18.0,311.0
CU00706,2023-05,8.0,153.0
CU00706,2023-06,15.0,450.0
CU00706,2023-07,19.0,640.0
CU00706,2023-08,16.0,461.0
CU00706,2023-09,21.0,591.0
CU00706,2023-10,19.0,464.0
CU00706,2023-11,13.0,510.0
CU00706,2023-12,13.0,505.0
CU00707,2023-11,14.0,260.0
CU00707,2023-12,16.0,549.0
CU00708,2023-01,15.0,222.0
CU00708,2023-02,21.0,820.0
CU00708,2023-03,18.0,548.0
CU00708,2023-04,10.0,153.0
CU00708,2023-05,21.0,349.0
CU00708,2023-06,11.0,147.0
CU00708,2023-08,9.0,315.0
CU00708,2023-09,24.0,458.0
CU00708,2023-10,12.0,330.0
CU00708,2023-11,12.0,377.0
CU00708,2023-12,20.0,612.0
CU00709,2023-01,23.0,560.0
CU00709,2023-02,16.0,512.0
CU00709,2023-03,15.0,476.0
CU00709,2023-04,17.0,367.0
CU00709,2023-05,17.0,421.0
CU00709,2023-06,17.0,290.0
CU00709,2023-07,21.0,324.0
CU00709,2023-08,19.0,433.0
CU00709,2023-09,15.0,511.0
CU00709,2023-10,14.0,462.0
CU00709,2023-12,12.0,373.0
CU00710,2023-01,16.0,628.0
CU00710,2023-02,14.0,245.0
CU00710,2023-03,12.0,429.0
CU00710,2023-04,17.0,323.0
CU00710,2023-05,22.0,349.0
CU00710,2023-06,18.0,216.0
CU00710,2023-07,11.0,145.0
CU00710,2023-08,14.0,
CU00710,2023-09,,439.0
CU00710,2023-10,20.0,539.0
CU00710,2023-11,15.0,
CU00710,2023-12,8.0,205.0
CU00711,2023-01,22.0,372.0
CU00711,2023-02,22.0,674.0
CU00711,2023-03,13.0,289.0
CU00711,2023-04,17.0,459.0
CU00711,2023-05,17.0,590.0
CU00711,2023-06,14.0,165.0
CU00711,2023-07,20.0,763.0
CU00711,2023-08,13.0,179.0
CU00711,2023-09,14.0,495.0
CU00711,2023-10,12.0,231.0
CU00711,2023-11,18.0,292.0
CU00712,2023-01,14.0,384.0
CU00712,2023-02,14.0,156.0
CU00712,2023-03,18.0,312.0
CU00712,2023-04,6.0,89.0
CU00712,2023-06,14.0,154.0
CU00712,2023-07,17.0,609.0
CU00712,2023-08,10.0,326.0
CU00712,2023-09,22.0,451.0
CU00712,2023-10,14.0,
CU00712,2023-11,11.0,388.0
CU00712,2023-12,23.0,280.0
CU00715,2023-01,18.0,317.0
CU00715,2023-02,24.0,294.0
CU00715,2023-03,16.0,497.0
CU00715,2023-04,18.0,723.0
CU00715,2023-05,16.0,
CU00715,2023-06,12.0,238.0
CU00715,2023-07,15.0,198.0
CU00715,2023-08,20.0,684.0
CU00715,2023-09,11.0,377.0
CU00715,2023-10,7.0,139.0
CU00715,2023-11,12.0,204.0
CU00716,2023-01,18.0,420.0
CU00716,2023-02,14.0,347.0
CU00716,2023-03,15.0,518.0
CU00716,2023-04,17.0,281.0
CU00716,2023-05,6.0,63.0
CU00716,2023-06,23.0,381.0
CU00716,2023-07,14.0,156.0
CU00716,2023-08,11.0,206.0
CU00716,2023-09,13.0,469.0
CU00716,2023-10,15.0,384.0
CU00716,2023-11,15.0,469.0
CU00717,2023-01,3.0,93.0
CU00717,2023-02,3.0,52.0
CU00717,2023-03,3.0,102.0
CU00717,2023-04,2.0,70.0
CU00718,2023-11,20.0,736.0
CU00718,2023-12,12.0,273.0
CU00719,2023-01,10.0,385.0
CU00719,2023-02,18.0,315.0
CU00719,2023-03,,141.0
CU00719,2023-04,15.0,416.0
CU00719,2023-05,14.0,426.0
CU00719,2023-06,11.0,423.0
CU00719,2023-07,13.0,333.0
CU00719,2023-08,11.0,418.0
CU00719,2023-09,18.0,229.0
CU00719,2023-10,18.0,678.0
CU00719,2023-11,9.0,250.0
CU00719,2023-12,15.0,268.0
CU00721,2023-04,12.0,379.0
CU00721,2023-05,15.0,184.0
CU00721,2023-07,14.0,564.0
CU00721,2023-08,18.0,413.0
CU00721,2023-09,11.0,305.0
CU00721,2023-10,18.0,247.0
CU00721,2023-11,14.0,394.0
CU00721,2023-12,15.0,207.0
CU00722,2023-12,12.0,161.0
CU00723,2023-01,21.0,252.0
CU00723,2023-02,21.0,754.0
CU00723,2023-03,18.0,473.0
CU00723,2023-04,20.0,740.0
CU00723,2023-05,15.0,365.0
CU00723,2023-06,16.0,457.0
CU00723,2023-07,17.0,508.0
CU00723,2023-08,19.0,429.0
CU00723,2023-09,21.0,213.0
CU00723,2023-10,16.0,462.0
CU00723,2023-11,16.0,504.0
CU00723,2023-12,11.0,180.0
CU00724,2023-07,16.0,620.0
CU00724,2023-08,15.0,311.0
CU00724,2023-09,,426.0
CU00724,2023-10,10.0,143.0
CU00724,2023-11,17.0,451.0
CU00724,2023-12,12.0,116.0
CU00725,2023-05,19.0,383.0
CU00725,2023-06,12.0,279.0
CU00725,2023-07,18.0,216.0
CU00725,2023-08,7.0,236.0
CU00725,2023-09,12.0,427.0
CU00725,2023-10,16.0,600.0
CU00725,2023-11,12.0,151.0
CU00725,2023-12,18.0,687.0
CU00726,2023-01,19.0,291.0
CU00726,2023-02,19.0,292.0
CU00726,2023-03,17.0,420.0
CU00726,2023-04,10.0,152.0
CU00726,2023-05,15.0,428.0
CU00726,2023-06,7.0,211.0
CU00726,2023-07,15.0,205.0
CU00726,2023-08,18.0,598.0
CU00726,2023-09,15.0,227.0
CU00726,2023-10,11.0,305.0
CU00726,2023-11,14.0,222.0
CU00726,2023-12,19.0,502.0
CU00728,2023-02,17.0,424.0
CU00728,2023-03,18.0,589.0
CU00728,2023-04,16.0,572.0
CU00728,2023-05,21.0,578.0
CU00728,2023-06,16.0,525.0
CU00728,2023-07,15.0,286.0
CU00728,2023-08,17.0,258.0
CU00728,2023-09,21.0,431.0
CU00728,2023-10,16.0,346.0
CU00728,2023-11,13.0,294.0
CU00728,2023-12,16.0,540.0
CU00730,2023-05,16.0,612.0
CU00730,2023-06,12.0,249.0
CU00730,2023-07,18.0,449.0
CU00730,2023-08,19.0,315.0
CU00730,2023-09,17.0,550.0
CU00730,2023-10,13.0,329.0
CU00730,2023-11,14.0,459.0
CU00730,2023-12,19.0,466.0
CU00731,2023-01,22.0,871.0
CU00731,2023-02,14.0,492.0
CU00731,2023-03,17.0,508.0
CU00731,2023-04,15.0,216.0
CU00731,2023-05,14.0,447.0
CU00731,2023-06,14.0,179.0
CU00731,2023-07,10.0,259.0
CU00731,2023-09,22.0,287.0
CU00731,2023-10,21.0,382.0
CU00731,2023-11,10.0,119.0
CU00731,2023-12,12.0,219.0
CU00732,2023-01,14.0,337.0
CU00732,2023-02,19.0,640.0
CU00732,2023-03,15.0,224.0
CU00732,2023-05,13.0,487.0
CU00732,2023-06,15.0,161.0
CU00732,2023-07,17.0,312.0
CU00732,2023-08,23.0,335.0
CU00732,2023-09,11.0,424.0
CU00732,2023-10,23.0,467.0
CU00732,2023-11,16.0,407.0
CU00732,2023-12,18.0,342.0
CU00733,2023-01,13.0,502.0
CU00733,2023-02,22.0,611.0
CU00733,2023-03,16.0,351.0
CU00733,2023-04,17.0,460.0
CU00733,2023-05,15.0,208.0
CU00733,2023-06,12.0,204.0
CU00733,2023-07,15.0,591.0
CU00733,2023-08,11.0,343.0
CU00733,2023-09,12.0,296.0
CU00733,2023-10,11.0,311.0
CU00733,2023-11,17.0,474.0
CU00733,2023-12,15.0,302.0
CU00734,2023-10,13.0,201.0
CU00734,2023-11,14.0,295.0
CU00734,2023-12,20.0,424.0
CU00735,2023-11,18.0,710.0
CU00735,2023-12,16.0,553.0
CU00736,2023-01,21.0,579.0
CU00736,2023-02,18.0,462.0
CU00736,2023-03,23.0,520.0
CU00736,2023-04,15.0,345.0
CU00736,2023-05,18.0,578.0
CU00736,2023-06,17.0,343.0
CU00736,2023-07,21.0,346.0
CU00736,2023-08,13.0,401.0
CU00736,2023-09,15.0,379.0
CU00736,2023-10,19.0,428.0
CU00736,2023-11,14.0,402.0
CU00736,2023-12,17.0,334.0
CU00737,2023-01,5.0,49.0
CU00737,2023-02,6.0,192.0
CU00737,2023-03,6.0,72.0
CU00737,2023-04,4.0,145.0
CU00737,2023-05,4.0,77.0
CU00737,2023-08,4.0,56.0
CU00737,2023-09,4.0,132.0
CU00737,2023-10,2.0,46.0
CU00737,2023-11,3.0,70.0
CU00738,2023-01,14.0,509.0
CU00738,2023-02,3.0,68.0
CU00738,2023-03,10.0,379.0
CU00738,2023-04,14.0,366.0
CU00738,2023-05,8.0,191.0
CU00738,2023-06,9.0,319.0
CU00738,2023-07,5.0,115.0
CU00738,2023-08,3.0,43.0
CU00738,2023-09,3.0,99.0
CU00738,2023-10,,
CU00738,2023-11,6.0,106.0
CU00738,2023-12,4.0,
CU00739,2023-08,18.0,565.0
CU00739,2023-09,14.0,511.0
CU00739,2023-10,15.0,509.0
CU00739,2023-11,18.0,573.0
CU00739,2023-12,11.0,178.0
CU00740,2023-01,6.0,145.0
CU00740,2023-02,3.0,69.0
CU00740,2023-03,4.0,64.0
CU00740,2023-04,3.0,107.0
CU00740,2023-05,2.0,22.0
CU00740,2023-06,3.0,100.0
CU00740,2023-07,2.0,32.0
CU00741,2023-01,5.0,137.0
CU00741,2023-02,4.0,60.0
CU00741,2023-03,3.0,105.0
CU00741,2023-04,4.0,109.0
CU00741,2023-05,4.0,87.0
CU00741,2023-06,3.0,62.0
CU00741,2023-07,1.0,15.0
CU00741,2023-08,2.0,35.0
CU00741,2023-09,2.0,
CU00741,2023-10,2.0,67.0
CU00741,2023-11,2.0,75.0
CU00741,2023-12,1.0,4.0
CU00742,2023-01,10.0,330.0
CU00742,2023-02,6.0,206.0
CU00742,2023-03,7.0,155.0
CU00742,2023-04,10.0,107.0
CU00742,2023-05,5.0,
CU00742,2023-06,4.0,118.0
CU00742,2023-07,6.0,94.0
CU00742,2023-08,4.0,88.0
CU00742,2023-09,4.0,50.0
CU00742,2023-10,5.0,74.0
CU00742,2023-11,6.0,170.0
CU00742,2023-12,1.0,29.0
CU00743,2023-01,10.0,219.0
CU00743,2023-02,14.0,212.0
CU00743,2023-03,11.0,217.0
CU00743,2023-05,21.0,753.0
CU00743,2023-07,16.0,332.0
CU00743,2023-08,21.0,242.0
CU00743,2023-09,17.0,546.0
CU00743,2023-10,13.0,261.0
CU00743,2023-11,12.0,187.0
CU00743,2023-12,16.0,326.0
CU00744,2023-01,17.0,470.0
CU00744,2023-02,10.0,154.0
CU00744,2023-03,9.0,149.0
CU00744,2023-04,15.0,194.0
CU00744,2023-05,14.0,455.0
CU00744,2023-06,12.0,236.0
CU00744,2023-07,13.0,149.0
CU00744,2023-08,9.0,301.0
CU00744,2023-09,14.0,173.0
CU00744,2023-10,12.0,280.0
CU00744,2023-11,9.0,338.0
CU00747,2023-01,16.0,225.0
CU00747,2023-02,18.0,377.0
CU00747,2023-03,17.0,523.0
CU00747,2023-04,,307.0
CU00747,2023-05,17.0,557.0
CU00747,2023-06,12.0,154.0
CU00747,2023-07,16.0,393.0
CU00747,2023-08,14.0,195.0
CU00747,2023-09,16.0,310.0
CU00747,2023-10,8.0,244.0
CU00747,2023-11,13.0,250.0
CU00747,2023-12,19.0,766.0
CU00749,2023-01,7.0,259.0
CU00749,2023-02,2.0,24.0
CU00749,2023-03,4.0,89.0
CU00749,2023-04,5.0,163.0
CU00749,2023-05,4.0,129.0
CU00749,2023-06,2.0,33.0
CU00749,2023-07,2.0,57.0
CU00751,2023-01,7.0,241.0
CU00751,2023-02,,82.0
CU00751,2023-03,9.0,255.0
CU00751,2023-04,9.0,240.0
CU00751,2023-05,10.0,119.0
CU00751,2023-06,10.0,232.0
CU00751,2023-07,3.0,100.0
CU00751,2023-08,3.0,68.0
CU00751,2023-09,4.0,100.0
CU00751,2023-10,4.0,141.0
CU00751,2023-11,3.0,111.0
CU00751,2023-12,3.0,69.0
CU00752,2023-01,4.0,71.0
CU00752,2023-02,4.0,113.0
CU00752,2023-03,2.0,32.0
CU00752,2023-04,1.0,30.0
CU00752,2023-05,3.0,109.0
CU00754,2023-01,14.0,188.0
CU00754,2023-02,8.0,169.0
CU00754,2023-03,17.0,627.0
CU00754,2023-04,6.0,140.0
CU00754,2023-05,15.0,306.0
CU00754,2023-06,18.0,378.0
CU00754,2023-07,18.0,382.0
CU00754,2023-08,15.0,460.0
CU00754,2023-09,20.0,641.0
CU00754,2023-10,16.0,603.0
CU00754,2023-11,20.0,751.0
CU00754,2023-12,20.0,257.0
CU00755,2023-02,13.0,504.0
CU00755,2023-03,11.0,
CU00755,2023-04,15.0,261.0
CU00755,2023-05,19.0,616.0
CU00755,2023-07,12.0,463.0
CU00755,2023-08,18.0,430.0
CU00755,2023-09,12.0,303.0
CU00755,2023-10,17.0,372.0
CU00755,2023-11,16.0,330.0
CU00755,2023-12,16.0,500.0
CU00756,2023-01,7.0,91.0
CU00756,2023-04,16.0,481.0
CU00756,2023-05,15.0,258.0
CU00756,2023-06,15.0,146.0
CU00756,2023-07,13.0,462.0
CU00756,2023-08,17.0,612.0
CU00756,2023-09,11.0,327.0
CU00756,2023-10,17.0,433.0
CU00756,2023-11,16.0,474.0
CU00756,2023-12,15.0,331.0
CU00757,2023-01,9.0,213.0
CU00757,2023-02,8.0,157.0
CU00757,2023-03,,84.0
CU00757,2023-04,11.0,333.0
CU00757,2023-05,10.0,
CU00757,2023-06,1.0,35.0
CU00757,2023-08,5.0,181.0
CU00757,2023-09,3.0,111.0
CU00757,2023-10,5.0,133.0
CU00757,2023-11,4.0,140.0
CU00757,2023-12,3.0,113.0
CU00758,2023-01,14.0,224.0
CU00758,2023-02,11.0,244.0
CU00758,2023-03,15.0,548.0
CU00758,2023-04,15.0,198.0
CU00758,2023-05,19.0,492.0
CU00758,2023-06,19.0,607.0
CU00758,2023-07,15.0,380.0
CU00758,2023-08,17.0,477.0
CU00758,2023-09,25.0,235.0
CU00758,2023-10,12.0,199.0
CU00758,2023-11,14.0,224.0
CU00758,2023-12,12.0,330.0
CU00759,2023-02,13.0,365.0
CU00759,2023-03,14.0,317.0
CU00759,2023-05,16.0,519.0
CU00759,2023-06,,366.0
CU00759,2023-07,15.0,558.0
CU00759,2023-08,13.0,455.0
CU00759,2023-09,13.0,496.0
CU00759,2023-10,15.0,326.0
CU00759,2023-11,13.0,455.0
CU00759,2023-12,11.0,265.0
CU00760,2023-07,13.0,349.0
CU00760,2023-08,17.0,547.0
CU00760,2023-09,15.0,228.0
CU00760,2023-10,14.0,163.0
CU00760,2023-11,16.0,493.0
CU00760,2023-12,12.0,179.0
CU00763,2023-01,15.0,351.0
CU00763,2023-02,12.0,147.0
CU00763,2023-03,12.0,219.0
CU00763,2023-04,15.0,545.0
CU00763,2023-05,9.0,151.0
CU00763,2023-06,18.0,676.0
CU00763,2023-07,24.0,
CU00763,2023-08,15.0,400.0
CU00763,2023-10,13.0,303.0
CU00763,2023-11,19.0,701.0
CU00763,2023-12,10.0,229.0
CU00764,2023-11,3.0,112.0
CU00764,2023-12,3.0,98.0
CU00765,2023-01,21.0,314.0
CU00765,2023-02,17.0,411.0
CU00765,2023-03,12.0,467.0
CU00765,2023-04,16.0,525.0
CU00765,2023-05,19.0,476.0
CU00765,2023-06,15.0,394.0
CU00765,2023-07,14.0,512.0
CU00765,2023-08,8.0,167.0
CU00765,2023-09,18.0,228.0
CU00765,2023-10,12.0,314.0
CU00765,2023-12,13.0,289.0
CU00766,2023-01,14.0,392.0
CU00766,2023-02,12.0,209.0
CU00766,2023-03,21.0,207.0
CU00766,2023-04,14.0,305.0
CU00766,2023-05,22.0,667.0
CU00766,2023-06,15.0,468.0
CU00766,2023-07,11.0,204.0
CU00766,2023-08,14.0,394.0
CU00766,2023-09,11.0,324.0
CU00766,2023-10,15.0,463.0
CU00766,2023-11,12.0,127.0
CU00766,2023-12,22.0,727.0
CU00767,2023-03,2.0,54.0
CU00767,2023-04,4.0,96.0
CU00767,2023-05,6.0,108.0
CU00767,2023-06,2.0,33.0
CU00767,2023-07,2.0,46.0
CU00767,2023-08,3.0,74.0
CU00768,2023-01,2.0,85.0
CU00768,2023-02,7.0,150.0
CU00768,2023-03,5.0,165.0
CU00768,2023-04,4.0,123.0
CU00769,2023-09,9.0,268.0
CU00769,2023-10,18.0,401.0
CU00769,2023-11,18.0,532.0
CU00769,2023-12,15.0,163.0
CU00771,2023-01,13.0,487.0
CU00771,2023-03,15.0,371.0
CU00771,2023-04,12.0,312.0
CU00771,2023-05,15.0,589.0
CU00771,2023-06,10.0,385.0
CU00771,2023-07,14.0,514.0
CU00771,2023-08,23.0,492.0
