구매ID,유저ID,상품ID,구매일,평점,구매금액
PU011902,U0305,P004,2024-04-20,4.0,214000
PU011903,U0305,P015,2024-02-25,4.0,139500
PU011904,U0305,P016,2024-09-04,4.0,263200
PU011905,U0305,P016,2024-10-08,3.0,229800
PU011906,U0305,P007,2024-06-05,,324100
PU011907,U0305,P069,2024-01-15,4.0,21300
PU011908,U0305,P011,2024-06-29,4.0,121600
PU011909,U0305,P014,2024-11-26,5.0,38500
PU011910,U0305,P001,2024-06-15,4.0,272500
PU011911,U0305,P003,2024-03-02,,80600
PU011912,U0305,P070,2024-01-08,5.0,47900
PU011913,U0305,P002,2024-04-15,3.0,102400
PU011914,U0305,P012,2024-09-18,,280900
PU011915,U0305,P010,2024-12-26,4.0,127400
PU011916,U0305,P009,2024-01-11,5.0,160600
PU011917,U0305,P020,2024-04-18,3.0,172700
PU011918,U0305,P060,2024-11-06,3.0,28200
PU011919,U0305,P057,2024-01-30,4.0,26900
PU011920,U0305,P005,2024-06-16,4.0,231100
PU011921,U0305,P066,2024-03-14,2.0,15200
PU011922,U0305,P019,2024-12-28,5.0,211400
PU011923,U0305,P060,2024-11-03,3.0,29300
PU011924,U0306,P100,2024-09-22,5.0,21100
PU011925,U0306,P046,2024-01-31,3.0,17500
PU011926,U0306,P034,2024-06-06,,86200
PU011927,U0306,P057,2024-02-14,5.0,26500
PU011928,U0306,P098,2024-01-13,,24800
PU011929,U0306,P058,2024-01-01,5.0,40500
PU011930,U0306,P046,2024-07-27,4.0,17300
PU011931,U0306,P056,2024-11-15,5.0,21400
PU011932,U0306,P089,2024-08-12,5.0,18500
PU011933,U0306,P001,2024-02-17,2.0,251700
PU011934,U0306,P019,2024-05-19,,211100
PU011935,U0306,P060,2024-01-08,5.0,30900
PU011936,U0306,P093,2024-11-17,3.0,27300
PU011937,U0306,P096,2024-02-08,5.0,40200
PU011938,U0306,P095,2024-05-31,4.0,34000
PU011939,U0306,P094,2024-05-16,5.0,44200
PU011940,U0306,P077,2024-10-13,,48900
PU011941,U0306,P081,2024-06-03,4.0,20600
PU011942,U0306,P097,2024-02-23,5.0,11600
PU011943,U0306,P042,2024-06-12,4.0,9200
PU011944,U0306,P042,2024-07-14,4.0,10600
PU011945,U0306,P030,2024-04-03,4.0,130700
PU011946,U0306,P052,2024-11-05,4.0,37500
PU011947,U0306,P041,2024-04-01,5.0,34100
PU011948,U0306,P091,2024-06-29,5.0,46900
PU011949,U0306,P037,2024-01-19,3.0,90500
PU011950,U0306,P006,2024-11-05,,166800
PU011951,U0306,P059,2024-07-19,4.0,47000
PU011952,U0306,P046,2024-01-01,5.0,16200
PU011953,U0306,P042,2024-09-27,3.0,11700
PU011954,U0306,P065,2024-11-29,3.0,68400
PU011955,U0306,P069,2024-04-01,4.0,20700
PU011956,U0306,P089,2024-01-31,4.0,22300
PU011957,U0306,P079,2024-04-15,3.0,19900
PU011958,U0306,P085,2024-06-14,3.0,49800
PU011959,U0306,P068,2024-12-02,,24700
PU011960,U0306,P092,2024-04-01,5.0,56200
PU011961,U0306,P038,2024-11-16,3.0,181100
PU011962,U0306,P007,2024-10-11,5.0,339400
PU011963,U0306,P018,2024-01-04,4.0,66900
PU011964,U0306,P055,2024-08-24,4.0,22700
PU011965,U0306,P087,2024-10-30,5.0,24500
PU011966,U0306,P074,2024-01-31,5.0,54000
PU011967,U0306,P051,2024-07-09,4.0,11400
PU011968,U0306,P057,2024-05-01,4.0,22000
PU011969,U0306,P055,2024-05-13,4.0,22900
PU011970,U0306,P060,2024-02-22,5.0,26000
PU011971,U0306,P081,2024-01-21,,22000
PU011972,U0306,P049,2024-04-30,5.0,32000
PU011973,U0306,P081,2024-04-07,5.0,25400
PU011974,U0306,P089,2024-08-17,5.0,19700
PU011975,U0306,P072,2024-01-24,4.0,70600
PU011976,U0306,P062,2024-08-05,3.0,45400
PU011977,U0306,P087,2024-11-22,3.0,23700
PU011978,U0306,P055,2024-12-28,4.0,17500
PU011979,U0306,P027,2024-05-20,4.0,81300
PU011980,U0306,P047,2024-12-19,5.0,26900
PU011981,U0307,P091,2024-04-09,3.0,45600
PU011982,U0307,P023,2024-07-25,4.0,135100
PU011983,U0307,P021,2024-05-05,5.0,109800
PU011984,U0307,P013,2024-02-16,5.0,184000
PU011985,U0307,P076,2024-12-01,3.0,57900
PU011986,U0307,P030,2024-11-29,,118700
PU011987,U0307,P038,2024-11-16,5.0,172600
PU011988,U0307,P040,2024-12-10,,102700
PU011989,U0307,P033,2024-02-07,5.0,88700
PU011990,U0307,P025,2024-10-18,4.0,145400
PU011991,U0307,P029,2024-04-22,4.0,58000
PU011992,U0307,P090,2024-03-14,5.0,29400
PU011993,U0307,P034,2024-08-11,4.0,105700
PU011994,U0307,P027,2024-02-23,5.0,78900
PU011995,U0307,P100,2024-06-29,4.0,27100
PU011996,U0307,P039,2024-11-10,5.0,146200
PU011997,U0307,P029,2024-01-19,4.0,53800
PU011998,U0307,P030,2024-11-04,,101500
PU011999,U0307,P032,2024-07-12,5.0,85700
PU012000,U0307,P038,2024-04-11,4.0,151700
PU012001,U0307,P048,2024-09-07,2.0,45500
PU012002,U0307,P033,2024-05-16,5.0,87100
PU012003,U0307,P033,2024-01-27,5.0,87200
PU012004,U0307,P039,2024-08-16,,190200
PU012005,U0307,P024,2024-03-12,4.0,99400
PU012006,U0307,P038,2024-02-28,4.0,147900
PU012007,U0307,P032,2024-12-06,5.0,73200
PU012008,U0307,P012,2024-01-18,4.0,239000
PU012009,U0307,P064,2024-04-24,4.0,56200
PU012010,U0308,P027,2024-03-09,5.0,62700
PU012011,U0308,P040,2024-06-25,4.0,86300
PU012012,U0308,P049,2024-06-10,4.0,24500
PU012013,U0308,P027,2024-10-16,3.0,81800
PU012014,U0308,P027,2024-05-03,5.0,76900
PU012015,U0308,P028,2024-10-12,4.0,50700
PU012016,U0308,P023,2024-08-22,4.0,145600
PU012017,U0308,P033,2024-06-15,4.0,92800
PU012018,U0308,P029,2024-08-09,4.0,54500
PU012019,U0308,P098,2024-07-02,4.0,23400
PU012020,U0308,P028,2024-04-15,,57700
PU012021,U0308,P027,2024-09-09,4.0,73300
PU012022,U0308,P042,2024-02-26,4.0,9900
PU012023,U0308,P002,2024-03-11,5.0,114500
PU012024,U0308,P033,2024-10-12,5.0,90200
PU012025,U0308,P034,2024-06-27,5.0,83700
PU012026,U0308,P040,2024-12-31,,90800
PU012027,U0308,P030,2024-01-16,5.0,122800
PU012028,U0308,P033,2024-10-17,5.0,72100
PU012029,U0308,P032,2024-09-26,3.0,73200
PU012030,U0308,P039,2024-01-04,5.0,157400
PU012031,U0308,P022,2024-11-23,3.0,148500
PU012032,U0308,P031,2024-08-13,4.0,29600
PU012033,U0308,P028,2024-08-29,,49400
PU012034,U0308,P026,2024-09-10,4.0,74600
PU012035,U0308,P039,2024-10-22,,174100
PU012036,U0309,P026,2024-09-06,,65000
PU012037,U0309,P062,2024-03-28,,49900
PU012038,U0309,P024,2024-10-22,4.0,99100
PU012039,U0309,P063,2024-02-11,4.0,56400
PU012040,U0309,P066,2024-03-07,,14900
PU012041,U0309,P078,2024-06-23,2.0,20700
PU012042,U0309,P094,2024-02-03,5.0,52000
PU012043,U0309,P040,2024-07-01,,89700
PU012044,U0309,P067,2024-10-29,2.0,62200
PU012045,U0309,P092,2024-07-13,4.0,61900
PU012046,U0309,P083,2024-05-18,4.0,34700
PU012047,U0309,P053,2024-05-19,4.0,30300
PU012048,U0309,P004,2024-10-31,5.0,195900
PU012049,U0309,P015,2024-07-03,5.0,165400
PU012050,U0309,P059,2024-08-03,5.0,46100
PU012051,U0309,P010,2024-11-24,4.0,148600
PU012052,U0309,P055,2024-10-08,2.0,18200
PU012053,U0309,P001,2024-12-06,4.0,245100
PU012054,U0309,P080,2024-04-22,2.0,63000
PU012055,U0309,P026,2024-03-29,,75800
PU012056,U0309,P030,2024-08-18,5.0,105100
PU012057,U0309,P086,2024-02-29,3.0,46800
PU012058,U0309,P006,2024-07-04,4.0,145100
PU012059,U0309,P042,2024-06-10,3.0,8800
PU012060,U0309,P011,2024-09-11,4.0,143900
PU012061,U0309,P060,2024-09-17,5.0,30300
PU012062,U0309,P007,2024-01-27,,322000
PU012063,U0309,P096,2024-10-01,4.0,47000
PU012064,U0309,P098,2024-02-08,4.0,25200
PU012065,U0309,P084,2024-09-18,4.0,24800
PU012066,U0309,P005,2024-10-02,5.0,280800
PU012067,U0309,P001,2024-07-24,3.0,234800
PU012068,U0309,P006,2024-12-06,5.0,153900
PU012069,U0309,P017,2024-04-22,,67400
PU012070,U0309,P008,2024-11-22,5.0,211700
PU012071,U0309,P015,2024-03-11,5.0,165700
PU012072,U0309,P015,2024-07-24,4.0,134900
PU012073,U0309,P081,2024-04-02,4.0,23400
PU012074,U0309,P042,2024-09-14,2.0,9500
PU012075,U0309,P095,2024-09-25,4.0,42400
PU012076,U0309,P005,2024-05-02,5.0,278300
PU012077,U0309,P014,2024-01-13,4.0,30100
PU012078,U0309,P029,2024-08-23,4.0,63100
PU012079,U0309,P020,2024-02-14,4.0,183600
PU012080,U0309,P037,2024-10-13,4.0,74100
PU012081,U0309,P047,2024-12-30,3.0,28600
PU012082,U0309,P017,2024-06-29,3.0,81300
PU012083,U0309,P018,2024-02-28,5.0,69200
PU012084,U0309,P093,2024-11-10,5.0,23000
PU012085,U0310,P087,2024-01-10,5.0,27700
PU012086,U0310,P043,2024-02-17,,17600
PU012087,U0310,P031,2024-09-21,4.0,31200
PU012088,U0310,P050,2024-05-27,,34800
PU012089,U0310,P094,2024-05-05,,43500
PU012090,U0310,P052,2024-12-27,4.0,48400
PU012091,U0310,P090,2024-07-10,,23100
PU012092,U0310,P027,2024-09-19,5.0,76100
PU012093,U0310,P083,2024-12-26,,33400
PU012094,U0310,P023,2024-10-15,5.0,119200
PU012095,U0310,P009,2024-05-28,4.0,171500
PU012096,U0310,P092,2024-04-17,,55500
PU012097,U0310,P099,2024-12-03,5.0,16900
PU012098,U0310,P033,2024-08-08,4.0,92200
PU012099,U0310,P079,2024-10-15,1.0,18100
PU012100,U0310,P093,2024-10-27,5.0,22300
PU012101,U0310,P020,2024-08-03,,198300
PU012102,U0310,P042,2024-01-12,5.0,11600
PU012103,U0310,P096,2024-08-09,5.0,45800
PU012104,U0310,P060,2024-07-30,,25800
PU012105,U0310,P087,2024-04-11,4.0,27300
PU012106,U0310,P060,2024-10-02,,26200
PU012107,U0310,P045,2024-12-20,4.0,47600
PU012108,U0310,P055,2024-01-30,3.0,23100
PU012109,U0310,P056,2024-05-16,4.0,21200
PU012110,U0310,P100,2024-04-11,4.0,26000
PU012111,U0310,P078,2024-01-20,4.0,21400
PU012112,U0310,P083,2024-02-01,4.0,37100
PU012113,U0310,P095,2024-01-09,3.0,43100
PU012114,U0310,P055,2024-02-21,4.0,21500
PU012115,U0310,P052,2024-12-03,3.0,44800
PU012116,U0310,P043,2024-06-16,4.0,18600
PU012117,U0310,P083,2024-01-26,4.0,37900
PU012118,U0310,P051,2024-06-15,4.0,9900
PU012119,U0310,P099,2024-10-13,4.0,19700
PU012120,U0310,P046,2024-04-27,4.0,17600
PU012121,U0310,P094,2024-11-15,4.0,41300
PU012122,U0310,P089,2024-01-22,4.0,18900
PU012123,U0310,P037,2024-05-03,5.0,76600
PU012124,U0310,P038,2024-10-14,3.0,182500
PU012125,U0310,P087,2024-06-25,5.0,21300
PU012126,U0310,P088,2024-06-24,5.0,6900
PU012127,U0310,P041,2024-03-18,4.0,37500
PU012128,U0310,P096,2024-08-03,4.0,42100
PU012129,U0310,P035,2024-05-07,3.0,96000
PU012130,U0310,P012,2024-12-16,2.0,243700
PU012131,U0310,P071,2024-03-25,5.0,15600
PU012132,U0310,P056,2024-06-22,4.0,17600
PU012133,U0311,P023,2024-09-04,3.0,130300
PU012134,U0311,P049,2024-01-29,4.0,26500
PU012135,U0311,P068,2024-10-15,,24600
PU012136,U0311,P042,2024-10-16,5.0,10900
PU012137,U0311,P059,2024-08-08,5.0,43900
PU012138,U0311,P007,2024-11-11,2.0,357500
PU012139,U0311,P075,2024-08-07,,9400
PU012140,U0311,P098,2024-12-04,4.0,27600
PU012141,U0311,P052,2024-06-22,,46200
PU012142,U0311,P056,2024-11-28,5.0,17600
PU012143,U0311,P047,2024-10-05,5.0,25000
PU012144,U0311,P057,2024-11-16,4.0,24500
PU012145,U0311,P080,2024-05-15,5.0,62000
PU012146,U0311,P068,2024-10-24,4.0,24100
PU012147,U0311,P057,2024-08-25,4.0,21800
PU012148,U0311,P049,2024-08-11,5.0,30200
PU012149,U0311,P063,2024-02-21,4.0,57700
PU012150,U0311,P049,2024-05-22,3.0,28400
PU012151,U0311,P045,2024-08-14,4.0,41900
PU012152,U0311,P014,2024-05-02,4.0,30500
PU012153,U0311,P044,2024-02-17,4.0,26900
PU012154,U0311,P080,2024-10-06,4.0,59600
PU012155,U0311,P026,2024-06-22,2.0,73200
PU012156,U0311,P040,2024-10-04,4.0,82400
PU012157,U0311,P012,2024-10-25,4.0,228600
PU012158,U0311,P089,2024-09-17,5.0,22100
PU012159,U0311,P014,2024-05-19,2.0,39400
PU012160,U0311,P093,2024-01-20,5.0,23200
PU012161,U0311,P055,2024-08-09,4.0,17600
PU012162,U0311,P040,2024-10-22,2.0,106300
PU012163,U0311,P079,2024-12-13,4.0,20800
PU012164,U0311,P071,2024-06-30,5.0,15300
PU012165,U0311,P052,2024-03-07,5.0,39300
PU012166,U0311,P041,2024-11-10,3.0,31200
PU012167,U0311,P031,2024-03-28,4.0,25200
PU012168,U0311,P071,2024-02-12,5.0,14300
PU012169,U0311,P073,2024-12-13,4.0,57500
PU012170,U0311,P044,2024-08-29,,22500
PU012171,U0311,P073,2024-08-04,4.0,45500
PU012172,U0312,P072,2024-03-17,3.0,67700
PU012173,U0312,P065,2024-09-25,,70200
PU012174,U0312,P023,2024-08-19,5.0,138600
PU012175,U0312,P001,2024-11-12,,243300
PU012176,U0312,P011,2024-08-25,5.0,130500
PU012177,U0312,P045,2024-02-08,,42600
PU012178,U0312,P010,2024-08-02,5.0,156000
PU012179,U0312,P007,2024-11-13,,349700
PU012180,U0312,P028,2024-08-29,5.0,52100
PU012181,U0312,P010,2024-02-18,5.0,130100
PU012182,U0312,P068,2024-08-18,,24600
PU012183,U0312,P003,2024-10-05,,94700
PU012184,U0312,P007,2024-09-19,5.0,308100
PU012185,U0312,P022,2024-10-12,5.0,136900
PU012186,U0312,P040,2024-04-11,5.0,98700
PU012187,U0312,P053,2024-11-25,3.0,35700
PU012188,U0312,P040,2024-05-04,4.0,103500
PU012189,U0312,P030,2024-11-29,4.0,114400
PU012190,U0312,P031,2024-11-24,4.0,24000
PU012191,U0312,P006,2024-01-07,5.0,141400
PU012192,U0312,P009,2024-07-16,4.0,156400
PU012193,U0312,P056,2024-09-24,3.0,18000
PU012194,U0312,P003,2024-08-12,5.0,99900
PU012195,U0312,P070,2024-11-30,2.0,54100
PU012196,U0312,P039,2024-12-08,4.0,148200
PU012197,U0312,P066,2024-09-13,1.0,15900
PU012198,U0312,P011,2024-02-12,5.0,145900
PU012199,U0312,P022,2024-03-07,4.0,166300
PU012200,U0312,P019,2024-10-24,4.0,200500
PU012201,U0312,P029,2024-04-27,4.0,60700
PU012202,U0312,P035,2024-03-01,5.0,77100
PU012203,U0312,P023,2024-12-03,3.0,126600
PU012204,U0312,P040,2024-12-29,4.0,83900
PU012205,U0312,P007,2024-01-15,5.0,338600
PU012206,U0312,P039,2024-09-28,5.0,151300
PU012207,U0312,P015,2024-05-11,5.0,135800
PU012208,U0312,P004,2024-09-23,4.0,183000
PU012209,U0312,P010,2024-10-11,4.0,126600
PU012210,U0312,P006,2024-03-26,5.0,159400
PU012211,U0312,P022,2024-07-15,5.0,154000
PU012212,U0312,P022,2024-09-07,4.0,144300
PU012213,U0312,P015,2024-09-06,5.0,146600
PU012214,U0312,P078,2024-05-20,2.0,17400
PU012215,U0312,P012,2024-05-04,3.0,255200
PU012216,U0312,P032,2024-06-07,5.0,96100
PU012217,U0312,P048,2024-12-15,4.0,53500
PU012218,U0312,P087,2024-12-27,5.0,25500
PU012219,U0313,P040,2024-09-06,5.0,90500
PU012220,U0313,P024,2024-01-24,5.0,104300
PU012221,U0313,P029,2024-01-14,4.0,63900
PU012222,U0313,P023,2024-11-19,4.0,141300
PU012223,U0313,P022,2024-10-31,4.0,148600
PU012224,U0313,P029,2024-11-26,4.0,52700
PU012225,U0313,P039,2024-04-22,4.0,148900
PU012226,U0313,P032,2024-09-16,5.0,87200
PU012227,U0313,P024,2024-05-27,3.0,104400
PU012228,U0313,P047,2024-05-23,4.0,26100
PU012229,U0313,P034,2024-09-21,5.0,88100
PU012230,U0313,P027,2024-11-08,,79300
PU012231,U0313,P056,2024-07-08,5.0,18800
PU012232,U0313,P048,2024-04-17,4.0,42300
PU012233,U0313,P054,2024-09-06,2.0,25800
PU012234,U0313,P034,2024-09-12,,85000
PU012235,U0313,P024,2024-05-01,4.0,106000
PU012236,U0313,P034,2024-05-13,4.0,81800
PU012237,U0313,P024,2024-01-19,,109300
PU012238,U0313,P035,2024-03-14,4.0,73800
PU012239,U0313,P027,2024-03-07,,67700
PU012240,U0313,P035,2024-11-20,3.0,80300
PU012241,U0313,P039,2024-12-02,3.0,153000
PU012242,U0313,P032,2024-05-15,4.0,78900
PU012243,U0313,P016,2024-09-13,,248000
PU012244,U0313,P026,2024-08-16,,70400
PU012245,U0313,P034,2024-07-17,5.0,87800
PU012246,U0313,P056,2024-10-01,5.0,18500
PU012247,U0314,P038,2024-11-28,5.0,166300
PU012248,U0314,P049,2024-05-20,5.0,26900
PU012249,U0314,P031,2024-11-07,4.0,28400
PU012250,U0314,P019,2024-03-19,3.0,174200
PU012251,U0314,P026,2024-11-22,4.0,73400
PU012252,U0314,P035,2024-04-18,5.0,72300
PU012253,U0314,P025,2024-03-08,4.0,114600
PU012254,U0314,P068,2024-09-22,5.0,24000
PU012255,U0314,P024,2024-07-19,5.0,110200
PU012256,U0314,P098,2024-04-27,2.0,23600
PU012257,U0314,P037,2024-05-08,5.0,78400
PU012258,U0314,P032,2024-11-26,4.0,85700
PU012259,U0314,P040,2024-10-02,4.0,82800
PU012260,U0314,P033,2024-05-26,4.0,80000
PU012261,U0314,P030,2024-03-28,5.0,123100
PU012262,U0314,P021,2024-03-19,4.0,132300
PU012263,U0314,P032,2024-01-09,5.0,96900
PU012264,U0314,P030,2024-11-26,4.0,118600
PU012265,U0314,P027,2024-02-22,4.0,73400
PU012266,U0314,P035,2024-04-07,4.0,81900
PU012267,U0314,P032,2024-11-04,,89500
PU012268,U0314,P037,2024-10-22,4.0,92400
PU012269,U0314,P091,2024-05-30,3.0,41300
PU012270,U0314,P059,2024-03-01,3.0,43200
PU012271,U0314,P077,2024-04-26,3.0,46500
PU012272,U0314,P046,2024-03-12,3.0,18100
PU012273,U0314,P032,2024-07-31,4.0,96800
PU012274,U0314,P011,2024-08-13,3.0,143600
PU012275,U0314,P037,2024-09-11,3.0,90700
PU012276,U0314,P031,2024-01-30,4.0,24500
PU012277,U0314,P030,2024-07-04,5.0,114500
PU012278,U0314,P023,2024-11-01,5.0,142400
PU012279,U0314,P016,2024-06-14,2.0,293400
PU012280,U0314,P022,2024-02-13,5.0,165400
PU012281,U0314,P039,2024-10-09,4.0,181100
PU012282,U0314,P022,2024-07-10,4.0,145200
PU012283,U0314,P026,2024-07-30,5.0,71300
PU012284,U0315,P063,2024-07-01,5.0,52800
PU012285,U0315,P062,2024-11-26,4.0,54900
PU012286,U0315,P034,2024-12-26,4.0,82700
PU012287,U0315,P026,2024-11-13,5.0,65500
PU012288,U0315,P043,2024-10-09,3.0,20900
PU012289,U0315,P063,2024-01-28,3.0,56500
PU012290,U0315,P078,2024-04-03,4.0,17300
PU012291,U0315,P009,2024-10-01,4.0,195000
PU012292,U0315,P036,2024-02-10,,60200
PU012293,U0315,P012,2024-10-01,3.0,240200
PU012294,U0315,P099,2024-06-10,2.0,16600
PU012295,U0315,P008,2024-03-28,,226500
PU012296,U0315,P040,2024-08-06,4.0,96500
PU012297,U0315,P026,2024-11-18,4.0,70600
PU012298,U0315,P013,2024-04-18,,153500
PU012299,U0315,P076,2024-04-20,,53900
PU012300,U0315,P063,2024-09-06,5.0,52500
PU012301,U0315,P068,2024-01-12,4.0,25800
PU012302,U0315,P096,2024-12-31,3.0,46900
PU012303,U0315,P038,2024-12-08,3.0,149200
PU012304,U0315,P021,2024-02-09,4.0,130600
PU012305,U0315,P020,2024-07-04,4.0,194200
PU012306,U0315,P079,2024-02-22,4.0,20200
PU012307,U0315,P037,2024-12-05,5.0,93100
PU012308,U0315,P030,2024-11-26,5.0,123900
PU012309,U0315,P080,2024-04-27,,64600
PU012310,U0315,P063,2024-02-14,5.0,55800
PU012311,U0316,P068,2024-01-01,,24000
PU012312,U0316,P049,2024-02-13,5.0,28000
PU012313,U0316,P088,2024-11-24,3.0,8000
PU012314,U0316,P089,2024-04-26,3.0,19200
PU012315,U0316,P058,2024-05-23,,38500
PU012316,U0316,P086,2024-04-28,1.0,56800
PU012317,U0316,P049,2024-06-19,,31300
PU012318,U0316,P047,2024-07-19,5.0,23800
PU012319,U0316,P053,2024-03-04,5.0,36700
PU012320,U0316,P041,2024-05-13,4.0,35500
PU012321,U0316,P077,2024-12-01,5.0,51600
PU012322,U0316,P021,2024-08-28,3.0,120400
PU012323,U0316,P045,2024-04-27,5.0,44500
PU012324,U0316,P048,2024-12-18,5.0,46600
PU012325,U0316,P089,2024-03-02,3.0,18700
PU012326,U0316,P068,2024-10-28,3.0,26400
PU012327,U0316,P045,2024-12-19,4.0,46700
PU012328,U0316,P055,2024-11-25,4.0,21000
PU012329,U0316,P074,2024-05-01,,60100
PU012330,U0316,P056,2024-05-08,,16000
PU012331,U0316,P045,2024-10-05,5.0,47600
PU012332,U0316,P063,2024-06-17,,55600
PU012333,U0316,P019,2024-11-20,3.0,200200
PU012334,U0316,P053,2024-01-07,5.0,29100
PU012335,U0316,P068,2024-02-25,4.0,23000
PU012336,U0316,P048,2024-12-01,5.0,50800
PU012337,U0316,P049,2024-09-23,5.0,28300
PU012338,U0316,P045,2024-01-14,4.0,50000
PU012339,U0316,P044,2024-01-21,4.0,23800
PU012340,U0316,P022,2024-07-17,4.0,162200
PU012341,U0316,P035,2024-08-08,4.0,77300
PU012342,U0316,P058,2024-01-12,4.0,30500
PU012343,U0316,P074,2024-03-30,1.0,56100
PU012344,U0316,P062,2024-04-25,,48900
PU012345,U0316,P058,2024-04-26,4.0,30700
PU012346,U0317,P008,2024-12-20,4.0,217700
PU012347,U0317,P002,2024-12-19,,125800
PU012348,U0317,P073,2024-09-18,3.0,55900
PU012349,U0317,P035,2024-02-23,5.0,79700
PU012350,U0317,P010,2024-03-09,5.0,164300
PU012351,U0317,P006,2024-12-01,5.0,173700
PU012352,U0317,P057,2024-10-31,5.0,25200
PU012353,U0317,P085,2024-06-27,1.0,56700
PU012354,U0317,P051,2024-01-06,3.0,11900
PU012355,U0317,P022,2024-06-13,,157600
PU012356,U0317,P001,2024-02-29,5.0,235500
PU012357,U0317,P073,2024-03-17,4.0,57700
PU012358,U0317,P028,2024-08-13,5.0,45100
PU012359,U0317,P038,2024-12-07,4.0,157700
PU012360,U0317,P015,2024-12-16,5.0,141800
PU012361,U0317,P079,2024-03-28,,20800
PU012362,U0317,P055,2024-07-31,,22300
PU012363,U0317,P011,2024-06-28,4.0,138500
PU012364,U0317,P035,2024-02-26,5.0,87400
PU012365,U0317,P020,2024-11-25,4.0,165700
PU012366,U0317,P027,2024-12-13,3.0,75100
PU012367,U0317,P005,2024-11-06,3.0,225200
PU012368,U0317,P009,2024-09-19,4.0,161300
PU012369,U0317,P014,2024-02-25,5.0,31400
PU012370,U0317,P013,2024-06-08,5.0,147900
PU012371,U0317,P025,2024-08-26,5.0,139700
PU012372,U0317,P083,2024-10-10,5.0,39900
PU012373,U0317,P033,2024-06-11,4.0,87100
PU012374,U0317,P007,2024-12-29,5.0,327900
PU012375,U0317,P029,2024-10-11,4.0,59900
PU012376,U0317,P011,2024-05-24,,128400
PU012377,U0317,P087,2024-07-05,3.0,22300
PU012378,U0317,P060,2024-11-29,2.0,29000
PU012379,U0317,P022,2024-10-07,4.0,169200
PU012380,U0317,P047,2024-12-01,3.0,29800
PU012381,U0317,P012,2024-05-10,4.0,256100
PU012382,U0317,P026,2024-09-24,5.0,61400
PU012383,U0317,P030,2024-12-07,4.0,120200
PU012384,U0317,P006,2024-09-25,,180000
PU012385,U0317,P014,2024-10-02,4.0,38400
PU012386,U0317,P021,2024-06-11,4.0,134100
PU012387,U0317,P030,2024-02-15,,107000
PU012388,U0318,P009,2024-09-23,3.0,160200
PU012389,U0318,P092,2024-01-09,4.0,54300
PU012390,U0318,P088,2024-11-09,5.0,6900
PU012391,U0318,P019,2024-06-26,3.0,211200
PU012392,U0318,P089,2024-11-22,5.0,24300
PU012393,U0318,P043,2024-04-24,,16800
PU012394,U0318,P087,2024-02-23,5.0,24400
PU012395,U0318,P096,2024-01-14,4.0,46900
PU012396,U0318,P072,2024-05-12,1.0,69700
PU012397,U0318,P067,2024-10-07,2.0,55000
PU012398,U0318,P048,2024-07-12,4.0,56000
PU012399,U0318,P087,2024-11-21,4.0,27200
PU012400,U0318,P055,2024-03-12,4.0,21200
PU012401,U0318,P052,2024-07-25,,42700
PU012402,U0318,P083,2024-05-31,4.0,31900
PU012403,U0318,P085,2024-03-25,3.0,52200
PU012404,U0318,P087,2024-04-28,5.0,28000
PU012405,U0318,P004,2024-09-25,4.0,188600
PU012406,U0318,P093,2024-03-22,3.0,21400
PU012407,U0318,P096,2024-12-13,5.0,48100
PU012408,U0318,P061,2024-04-28,2.0,53700
PU012409,U0318,P085,2024-07-28,5.0,62700
PU012410,U0318,P086,2024-10-11,3.0,52300
PU012411,U0318,P097,2024-01-25,4.0,14600
PU012412,U0318,P082,2024-06-16,4.0,42000
PU012413,U0318,P087,2024-04-26,4.0,23900
PU012414,U0318,P047,2024-09-18,3.0,27600
PU012415,U0318,P085,2024-10-22,4.0,56400
PU012416,U0318,P094,2024-11-21,4.0,47300
PU012417,U0318,P100,2024-09-02,5.0,25600
PU012418,U0318,P096,2024-10-09,5.0,48600
PU012419,U0318,P084,2024-02-08,4.0,25100
PU012420,U0318,P095,2024-12-12,5.0,36300
PU012421,U0318,P100,2024-09-22,4.0,22400
PU012422,U0318,P076,2024-02-09,3.0,52400
PU012423,U0318,P099,2024-01-14,5.0,19100
PU012424,U0318,P097,2024-03-19,5.0,13000
PU012425,U0318,P042,2024-06-17,3.0,8700
PU012426,U0318,P094,2024-01-25,5.0,45800
PU012427,U0318,P042,2024-03-21,5.0,11000
PU012428,U0318,P083,2024-10-10,4.0,33200
PU012429,U0318,P003,2024-12-20,5.0,97600
PU012430,U0318,P088,2024-03-02,,7100
PU012431,U0318,P086,2024-10-02,5.0,58700
PU012432,U0318,P068,2024-05-11,3.0,24100
PU012433,U0318,P081,2024-10-20,3.0,22100
PU012434,U0318,P100,2024-06-27,5.0,27300
PU012435,U0318,P012,2024-02-20,4.0,234800
PU012436,U0318,P084,2024-07-03,,24500
PU012437,U0318,P098,2024-02-03,4.0,28700
PU012438,U0318,P059,2024-05-22,4.0,43600
PU012439,U0318,P022,2024-03-19,4.0,175500
PU012440,U0319,P006,2024-10-29,3.0,169200
PU012441,U0319,P008,2024-10-19,4.0,217000
PU012442,U0319,P002,2024-05-05,4.0,107300
PU012443,U0319,P009,2024-03-30,5.0,193900
PU012444,U0319,P016,2024-12-23,5.0,280600
PU012445,U0319,P002,2024-03-03,5.0,117600
PU012446,U0319,P067,2024-12-28,4.0,53800
PU012447,U0319,P029,2024-05-06,,68900
